class_i,ASCUS_s,LSIL_s,ASCH_s,HSIL_s,SCC_s,ASCUS_s_005,LSIL_s_005,ASCH_s_005,HSIL_s_005,SCC_s_005,ASCUS_s_01,LSIL_s_01,ASCH_s_01,HSIL_s_01,SCC_s_01,ASCUS_s_02,LSIL_s_02,ASCH_s_02,HSIL_s_02,SCC_s_02,ASCUS_s_03,LSIL_s_03,ASCH_s_03,HSIL_s_03,SCC_s_03,ASCUS_s_04,LSIL_s_04,ASCH_s_04,HSIL_s_04,SCC_s_04,ASCUS_s_05,LSIL_s_05,ASCH_s_05,HSIL_s_05,SCC_s_05,ASCUS_s_06,LSIL_s_06,ASCH_s_06,HSIL_s_06,SCC_s_06,ASCUS_s_07,LSIL_s_07,ASCH_s_07,HSIL_s_07,SCC_s_07,ASCUS_s_08,LSIL_s_08,ASCH_s_08,HSIL_s_08,SCC_s_08,ASCUS_s_09,LSIL_s_09,ASCH_s_09,HSIL_s_09,SCC_s_09,ASCUS_s_099,LSIL_s_099,ASCH_s_099,HSIL_s_099,SCC_s_099,ASCUS_c,LSIL_c,ASCH_c,HSIL_c,SCC_c,ASCUS_c_01,LSIL_c_01,ASCH_c_01,HSIL_c_01,SCC_c_01,ASCUS_c_02,LSIL_c_02,ASCH_c_02,HSIL_c_02,SCC_c_02,ASCUS_c_03,LSIL_c_03,ASCH_c_03,HSIL_c_03,SCC_c_03,ASCUS_c_04,LSIL_c_04,ASCH_c_04,HSIL_c_04,SCC_c_04,ASCUS_c_05,LSIL_c_05,ASCH_c_05,HSIL_c_05,SCC_c_05,ASCUS_c_06,LSIL_c_06,ASCH_c_06,HSIL_c_06,SCC_c_06,ASCUS_c_07,LSIL_c_07,ASCH_c_07,HSIL_c_07,SCC_c_07,ASCUS_c_08,LSIL_c_08,ASCH_c_08,HSIL_c_08,SCC_c_08,ASCUS_c_09,LSIL_c_09,ASCH_c_09,HSIL_c_09,SCC_c_09,ASCUS_c_099,LSIL_c_099,ASCH_c_099,HSIL_c_099,SCC_c_099,ASCUS_c_0999,LSIL_c_0999,ASCH_c_0999,HSIL_c_0999,SCC_c_0999,w_mean,h_mean,v_mean,w_01,w_02,w_03,w_04,w_05,w_06,w_07,w_08,w_09,h_01,h_02,h_03,h_04,h_05,h_06,h_07,h_08,h_09,d_01,d_02,d_03,d_04,d_05,d_06,d_07,d_08,d_09,v_01,v_02,v_03,v_04,v_05,v_06,v_07,v_08,v_09
1,1043,14,21,12,1,1007,14,12,12,1,814,10,6,6,0,644,5,3,4,0,548,3,2,1,0,468,3,1,1,0,411,2,1,0,0,369,1,1,0,0,315,1,0,0,0,255,1,0,0,0,206,0,0,0,0,81,0,0,0,0,1031,16,11,32,1,1031,16,11,32,1,1031,16,11,32,1,1031,16,11,30,1,1027,16,10,27,1,1020,16,8,24,0,957,14,8,23,0,895,14,6,20,0,810,13,5,14,0,688,11,3,12,0,334,7,0,5,0,115,3,0,3,0,114.3728209,118.2716579,14409.47056,69.048493,82.356292,92.535339,101.325607,109.35704,118.531433,128.798157,142.783447,161.64447,69.048493,82.356292,92.535339,101.325607,109.35704,118.531433,128.798157,142.783447,161.64447,106.322171,134.1153924,146.0821946,155.4363081,163.6289031,172.3437299,180.4821903,202.6987809,226.4837018,5384.331195,8573.311565,10062.31454,11470.91734,12660.65634,13736.62372,15176.70162,19102.59011,24000.72383
1,594,40,3,1,0,546,39,3,1,0,415,30,2,1,0,312,20,2,0,0,257,17,1,0,0,220,13,1,0,0,194,11,1,0,0,163,7,1,0,0,137,3,1,0,0,106,2,1,0,0,70,1,0,0,0,17,0,0,0,0,559,72,5,1,1,559,72,5,1,1,559,72,5,1,1,557,72,5,1,0,557,71,5,1,0,548,70,5,1,0,513,67,5,1,0,475,64,4,1,0,422,60,2,1,0,352,56,0,1,0,180,43,0,0,0,75,34,0,0,0,169.9352661,173.2373992,44486.28757,76.4749411,94.907898,105.6476304,116.6303348,130.502472,149.204236,169.1675231,191.1049686,259.6700668,76.4749411,94.907898,105.6476304,116.6303348,130.502472,149.204236,169.1675231,191.1049686,259.6700668,128.6176596,152.069848,166.239232,177.4123255,190.5209296,217.1782971,233.6834444,260.8781037,360.9429458,7152.893312,10663.51528,12479.54917,14434.67238,16626.9892,22079.00488,25654.8706,30908.37996,55320.1771
1,1749,18,2,0,2,1693,18,2,0,2,1311,12,2,0,1,981,8,2,0,0,805,3,2,0,0,670,3,2,0,0,559,3,2,0,0,474,2,2,0,0,403,2,2,0,0,324,1,0,0,0,224,0,0,0,0,41,0,0,0,0,1732,32,2,2,3,1732,32,2,2,3,1732,32,2,2,3,1732,32,2,2,3,1728,32,2,2,3,1713,31,2,1,3,1644,28,2,1,3,1581,25,2,1,3,1487,22,2,1,2,1345,17,0,1,2,865,9,0,0,2,415,4,0,0,2,150.426936,151.3338429,26091.26849,86.401978,100.930847,114.135132,126.51123,141.351822,154.634819,168.562744,182.903259,202.594605,86.401978,100.930847,114.135132,126.51123,141.351822,154.634819,168.562744,182.903259,202.594605,148.6102757,162.2401607,171.8957653,184.0976806,208.6275081,220.6615025,230.4835424,247.9519899,291.0056698,10157.48195,12036.01609,13716.15675,15505.77617,19920.95654,22906.26681,24940.36611,28672.33971,37592.55452
1,450,10,10,17,3,402,7,6,17,3,303,1,4,12,1,230,1,3,6,1,179,1,2,5,1,149,1,2,3,1,125,1,2,3,1,108,1,1,2,1,93,0,1,2,0,67,0,1,0,0,45,0,0,0,0,8,0,0,0,0,431,13,6,23,17,431,13,6,23,17,430,13,6,23,17,430,13,6,23,13,429,12,6,23,11,423,10,6,19,11,405,6,5,18,11,391,6,5,18,9,369,5,5,12,8,340,5,4,10,5,249,4,0,2,0,163,4,0,0,0,139.2878651,130.62396,26699.84191,64.1193217,76.8774594,88.1275943,97.238072,105.2313385,116.4881166,128.2346952,150.5290784,208.8721437,64.1193217,76.8774594,88.1275943,97.238072,105.2313385,116.4881166,128.2346952,150.5290784,208.8721437,99.75634914,113.0622586,132.7399585,147.1476479,158.4305114,171.0782769,179.6505804,204.9380113,286.148667,4685.583045,5931.461438,8510.569348,10174.27501,11484.98994,13438.93415,15162.37003,18200.6023,35676.50448
1,504,42,10,5,2,457,40,8,5,2,385,36,6,4,2,298,32,5,2,1,247,28,2,1,1,221,22,1,0,1,193,15,1,0,1,165,9,0,0,1,145,6,0,0,1,109,2,0,0,0,75,1,0,0,0,22,0,0,0,0,475,62,12,10,4,475,62,12,10,4,475,62,12,10,4,475,62,12,10,4,474,62,12,9,4,474,62,12,9,3,458,61,11,6,3,444,59,9,6,3,425,56,8,6,2,387,51,7,5,1,270,43,3,2,0,142,38,1,0,0,149.4711366,151.2263971,37866.42338,69.8215786,82.3670046,92.0090336,101.1363772,110.426544,120.204212,133.0226564,163.2407258,235.87547,69.8215786,82.3670046,92.0090336,101.1363772,110.426544,120.204212,133.0226564,163.2407258,235.87547,104.2100062,117.0543511,136.3961483,148.2420821,158.4930272,172.2206645,188.72074,231.2411246,328.2469051,5342.610628,6651.976724,9084.498355,10382.77738,12043.06359,14268.92404,17198.00939,25431.81323,50524.97829
1,66,50,1,61,2,33,38,0,60,2,21,29,0,40,1,15,22,0,22,0,11,19,0,15,0,10,17,0,9,0,10,15,0,6,0,8,13,0,5,0,5,11,0,5,0,4,8,0,5,0,3,5,0,3,0,0,0,0,0,0,32,58,0,87,3,32,58,0,87,3,32,58,0,87,3,32,58,0,87,3,32,57,0,87,3,32,55,0,85,3,30,52,0,83,3,29,48,0,82,3,27,34,0,77,1,24,28,0,71,1,15,16,0,52,0,7,3,0,40,0,120.4952575,125.0326089,19508.47874,49.8400209,61.597418,79.1138122,98.1035458,108.392151,120.4259278,143.1041689,169.0822024,192.9728354,49.8400209,61.597418,79.1138122,98.1035458,108.392151,120.4259278,143.1041689,169.0822024,192.9728354,75.04788979,86.65851322,113.9571754,145.9621833,169.0613221,182.2506435,218.0281405,231.6897446,263.1616152,2637.620173,3402.55219,5752.493288,9763.966885,13489.51665,15618.34559,21517.54288,26169.55525,32590.91589
1,154,113,28,235,18,65,72,2,206,18,43,53,1,141,14,27,38,1,85,6,20,31,0,63,6,15,27,0,49,6,7,23,0,40,6,7,16,0,33,4,5,13,0,26,3,4,11,0,14,2,2,3,0,8,2,0,0,0,3,1,62,129,0,292,65,62,129,0,292,65,62,129,0,292,65,62,129,0,292,65,61,129,0,290,65,59,127,0,289,61,56,118,0,276,54,48,107,0,262,49,38,99,0,245,45,26,85,0,221,41,10,46,0,164,26,4,24,0,127,16,126.6243642,129.9403084,24067.34563,50.501297,60.7852416,71.2400698,85.7075748,102.4867935,117.3185424,134.7712418,165.7696062,206.6549134,50.501297,60.7852416,71.2400698,85.7075748,102.4867935,117.3185424,134.7712418,165.7696062,206.6549134,79.46071656,90.41792217,102.1811017,120.4759697,152.6084641,166.6342443,189.5092409,241.9242107,324.7792214,3062.200153,3963.7886,4921.474762,6373.510995,10895.67994,12906.8769,16331.57847,26855.65775,47237.96585
1,423,378,25,589,11,139,294,3,564,11,102,237,2,387,8,69,186,2,250,5,51,157,1,171,4,35,135,1,130,3,25,120,0,91,2,17,97,0,65,1,12,78,0,45,1,9,46,0,30,0,3,24,0,13,0,0,2,0,0,0,127,504,0,753,42,127,504,0,753,42,127,504,0,753,42,127,504,0,753,42,126,504,0,751,42,123,501,0,743,41,108,482,0,723,37,95,464,0,706,35,83,440,0,680,33,69,389,0,637,29,24,280,0,504,18,9,187,0,377,13,120.8303519,116.2953364,20660.27276,43.431137,49.659332,59.077713,72.306274,101.819641,122.219971,142.3801575,164.815003,198.873028,43.431137,49.659332,59.077713,72.306274,101.819641,122.219971,142.3801575,164.815003,198.873028,63.36126592,71.46083077,84.02747504,102.6402017,154.1525318,175.6524686,209.9055554,233.4396837,285.1518133,1941.535671,2490.21284,3435.30248,4879.427198,10913.52861,14852.70385,20610.86565,26152.70281,36975.75446
1,739,708,536,4157,19,180,304,41,3986,19,125,216,19,2962,17,73,150,5,2029,10,51,117,1,1566,7,40,90,0,1230,7,26,82,0,978,6,19,61,0,776,4,10,48,0,586,1,6,27,0,383,1,3,16,0,195,0,1,0,0,8,0,167,370,1,5524,97,167,370,1,5524,97,167,370,1,5524,97,167,370,1,5522,97,167,369,1,5512,94,165,367,1,5458,89,155,347,1,5313,84,148,337,1,5155,77,138,320,1,4936,68,124,283,0,4587,57,78,220,0,3494,28,37,159,0,2409,15,94.23129188,92.99420257,15428.79967,45.0984984,50.484143,54.9464482,59.067149,64.582946,72.1193358,87.2183348,115.1768676,163.486137,45.0984984,50.484143,54.9464482,59.067149,64.582946,72.1193358,87.2183348,115.1768676,163.486137,66.44613309,73.78952642,79.53877162,85.17662982,91.52421943,99.70707575,120.3150338,164.8026606,228.3163496,2109.986573,2648.802604,3086.17522,3528.620047,4055.546127,4750.387657,6381.292795,12750.55377,24957.31562
1,259,126,26,151,2,158,86,3,150,2,127,66,2,108,1,100,51,1,84,0,81,40,0,70,0,69,32,0,58,0,60,22,0,45,0,54,20,0,39,0,40,17,0,31,0,27,14,0,25,0,16,9,0,18,0,2,2,0,5,0,158,152,0,246,8,158,152,0,246,8,158,152,0,246,8,158,152,0,246,8,157,151,0,246,8,154,147,0,245,8,142,131,0,241,8,131,111,0,233,8,118,92,0,226,7,102,74,0,205,7,41,48,0,153,6,13,31,0,119,5,160.9891586,157.9407618,44770.43528,55.4372556,66.8201728,78.7793885,98.6691772,116.357254,130.965883,155.8862244,194.668555,371.3211365,55.4372556,66.8201728,78.7793885,98.6691772,116.357254,130.965883,155.8862244,194.668555,371.3211365,81.49709944,95.29239527,115.1912257,146.996823,162.3463167,182.8048158,220.4915707,266.8611508,484.6848052,3228.950809,4341.910013,6113.783423,10001.01454,12393.83753,15954.14797,22612.27122,32073.85264,101966.8371
1,497,449,35,550,7,298,345,2,544,7,227,249,0,352,5,160,178,0,208,4,129,130,0,156,4,106,98,0,127,3,84,74,0,103,3,65,55,0,83,3,42,42,0,69,2,21,27,0,54,2,11,18,0,33,0,0,4,0,6,0,303,475,0,740,20,303,475,0,740,20,303,475,0,740,20,303,475,0,740,20,302,472,0,740,20,298,465,0,726,20,276,438,0,702,18,255,404,0,683,17,232,375,0,643,17,215,333,0,579,15,145,226,0,410,12,80,131,0,262,9,116.3007107,116.4896183,22786.64004,45.361951,53.1170244,61.4722308,72.1253054,89.4571935,104.3389756,119.8143768,139.734717,182.672089,45.361951,53.1170244,61.4722308,72.1253054,89.4571935,104.3389756,119.8143768,139.734717,182.672089,67.12242107,77.05769982,89.43729885,102.7703667,133.5465333,153.4381244,171.3119501,204.0732538,280.2949575,2176.642871,2934.366794,3843.790035,5061.114576,8653.606463,11156.13239,14071.01744,19177.29041,34801.46265
1,1352,783,2,16,3,696,774,0,15,3,532,647,0,7,2,376,513,0,6,1,313,432,0,6,1,250,367,0,5,1,196,307,0,5,0,161,259,0,5,0,121,202,0,4,0,71,147,0,3,0,24,75,0,2,0,0,14,0,0,0,677,1440,0,33,6,677,1440,0,33,6,677,1440,0,33,6,677,1440,0,33,6,676,1439,0,33,6,662,1430,0,31,6,615,1369,0,30,6,554,1300,0,30,4,492,1213,0,29,4,402,1095,0,27,2,201,777,0,22,2,84,522,0,17,1,148.3040427,145.2060267,25200.62864,91.190796,105.059998,114.9253465,124.147583,134.2521935,145.876114,161.7927395,177.972885,200.493767,91.190796,105.059998,114.9253465,124.147583,134.2521935,145.876114,161.7927395,177.972885,200.493767,145.0518578,159.4699351,168.9946272,177.2190716,186.3376634,211.3505394,224.9376606,237.3887044,274.861371,9950.24978,12024.42014,13550.05486,14988.2635,16695.18843,21291.84462,24104.78503,26718.09435,34382.96249
1,822,524,20,319,9,430,471,3,315,9,316,373,1,215,6,211,274,1,138,5,159,221,0,87,3,117,181,0,71,1,88,143,0,59,1,69,115,0,47,0,44,93,0,38,0,32,71,0,27,0,18,42,0,17,0,1,7,0,2,0,434,780,0,457,23,434,780,0,457,23,434,780,0,457,23,434,780,0,456,23,432,776,0,455,23,425,768,0,453,22,386,724,0,435,20,348,664,0,417,17,310,601,0,397,15,226,518,0,365,14,79,301,0,288,9,22,159,0,206,6,134.9202055,134.1849224,22801.20538,48.8483705,73.3898648,98.8690189,113.3657416,125.6302795,139.08899,156.3007461,174.6588638,205.0018726,48.8483705,73.3898648,98.8690189,113.3657416,125.6302795,139.08899,156.3007461,174.6588638,205.0018726,71.00764724,109.3848489,152.7769727,169.0799165,180.660854,203.9783961,222.9210716,238.8742778,289.0660111,2434.186033,5389.809347,11084.23939,13487.3213,15548.40988,18488.18544,23746.78127,27123.75971,39848.82401
1,587,394,8,55,8,303,371,1,55,8,224,290,1,40,4,149,217,1,24,3,111,170,0,17,1,83,141,0,12,1,61,120,0,9,1,42,88,0,8,1,28,77,0,7,1,14,53,0,6,1,7,31,0,4,1,0,16,0,1,0,297,650,0,91,14,297,650,0,91,14,297,650,0,91,14,297,650,0,91,14,297,650,0,91,14,290,643,0,90,14,264,605,0,87,12,233,564,0,83,12,203,516,0,78,11,166,446,0,70,8,64,278,0,46,5,26,167,0,26,3,137.9584412,136.0989879,21658.70886,77.233749,95.8272514,107.8246215,117.5135702,127.5896985,139.6832462,154.6594572,171.7820798,189.2794904,77.233749,95.8272514,107.8246215,117.5135702,127.5896985,139.6832462,154.6594572,171.7820798,189.2794904,111.8302551,149.7828982,161.7695956,171.8775053,181.8556163,193.3183736,220.3747334,233.6005176,259.1209778,5888.601104,10623.81021,12558.49806,13885.36493,15632.07454,17836.92273,23567.13901,26253.9553,31581.38942
1,469,409,9,18,32,136,379,2,15,32,93,269,1,11,17,58,194,1,8,9,38,155,1,4,4,25,131,0,4,2,18,102,0,4,1,13,74,0,4,1,9,53,0,4,1,5,33,0,3,1,2,21,0,1,0,0,8,0,1,0,134,688,0,37,78,134,688,0,37,78,134,688,0,37,78,134,688,0,37,78,134,688,0,37,77,130,682,0,36,77,119,649,0,35,74,105,614,0,34,66,93,586,0,31,61,78,525,0,26,52,32,372,0,14,34,12,240,0,11,25,172.2354422,172.3135822,33758.93337,89.7289396,105.2084898,120.6139496,134.4660526,154.117409,171.7654542,189.464722,210.1527222,275.4781496,89.7289396,105.2084898,120.6139496,134.4660526,154.117409,171.7654542,189.464722,210.1527222,275.4781496,149.9605256,166.5710399,179.7787064,206.9136252,228.9431577,243.9134747,272.5624816,317.5881032,366.9962589,10648.65482,12738.74084,14946.16423,17955.89591,24138.82213,27423.94414,32260.75359,44043.86145,58413.50836
1,284,251,4,27,0,111,250,1,27,0,83,191,0,20,0,56,152,0,10,0,39,117,0,8,0,30,98,0,8,0,19,84,0,4,0,15,61,0,3,0,10,44,0,3,0,5,30,0,3,0,2,11,0,3,0,0,4,0,1,0,110,415,0,39,2,110,415,0,39,2,110,415,0,39,2,110,415,0,39,2,109,415,0,38,2,107,407,0,37,2,92,378,0,37,2,79,348,0,37,2,65,305,0,35,2,48,270,0,35,2,17,167,0,26,2,4,96,0,18,2,154.1126017,154.7391621,32547.93315,78.2842405,102.313172,113.7564235,122.256012,132.842735,144.405761,162.0784915,178.287719,207.6140405,78.2842405,102.313172,113.7564235,122.256012,132.842735,144.405761,162.0784915,178.287719,207.6140405,134.6102147,153.8448083,165.0796556,175.8550333,186.9493233,213.7890017,229.6725406,247.2852149,291.7594415,8542.893716,11165.70199,13054.46373,14780.20719,16689.51902,21891.79571,24887.33441,28722.61429,38242.11881
1,10,5,2,30,2,5,3,1,28,2,2,2,0,17,1,1,1,0,5,0,1,1,0,5,0,1,0,0,4,0,1,0,0,4,0,0,0,0,3,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5,5,0,33,6,5,5,0,33,6,5,5,0,33,6,5,5,0,33,6,5,4,0,33,6,5,3,0,32,5,5,3,0,26,4,5,3,0,21,4,4,3,0,20,4,4,3,0,16,4,3,2,0,7,2,1,1,0,3,1,110.3110326,130.7253184,30240.7673,41.946475,46.607663,50.4919188,57.5481324,67.432251,83.3610322,99.0817016,124.8973084,209.9298734,41.946475,46.607663,50.4919188,57.5481324,67.432251,83.3610322,99.0817016,124.8973084,209.9298734,59.79823062,66.00658085,71.09979944,82.78918443,105.1133508,144.5291724,166.3767722,203.5142761,348.6159428,1662.684173,2030.64082,2514.242997,3425.178164,4806.43618,9949.251128,13084.84349,17534.73583,45676.06572
1,200,170,11,65,1,110,166,1,65,1,91,136,1,48,0,67,109,0,25,0,54,94,0,16,0,44,84,0,15,0,39,67,0,12,0,30,51,0,11,0,26,41,0,9,0,18,33,0,8,0,12,21,0,3,0,0,8,0,1,0,108,250,0,87,2,108,250,0,87,2,108,250,0,87,2,108,250,0,87,2,108,250,0,87,2,104,245,0,86,2,90,226,0,83,2,81,211,0,81,2,70,202,0,76,2,50,176,0,71,2,22,108,0,44,1,4,65,0,27,1,127.4539285,129.5098806,18614.59435,43.061206,62.0897212,100.083548,116.2055664,132.286316,146.8293918,161.6677308,175.9968686,195.1169326,43.061206,62.0897212,100.083548,116.2055664,132.286316,146.8293918,161.6677308,175.9968686,195.1169326,61.9899964,112.2780678,153.0406075,174.7637762,191.575594,211.8789597,227.6313066,244.4999302,269.4665777,1892.545645,5174.434521,10490.01709,14244.13687,16965.93825,21352.93021,24502.79994,28454.3947,33784.99622
1,402,316,17,131,4,201,296,3,131,4,156,232,1,82,2,107,178,0,47,0,90,142,0,34,0,76,114,0,25,0,66,101,0,18,0,53,77,0,16,0,44,66,0,11,0,29,52,0,9,0,18,33,0,5,0,0,8,0,0,0,200,475,0,188,7,200,475,0,188,7,200,475,0,188,7,200,475,0,188,7,198,475,0,187,7,196,471,0,185,7,169,452,0,181,7,155,439,0,175,7,141,417,0,171,7,117,380,0,166,7,63,286,0,138,7,35,205,0,105,4,142.5041285,140.3663362,26360.62122,51.3565114,74.0337708,99.1658898,116.8931668,134.198059,151.9804876,166.747705,184.816559,207.6998102,51.3565114,74.0337708,99.1658898,116.8931668,134.198059,151.9804876,166.747705,184.816559,207.6998102,74.95676372,110.3216794,148.1647502,170.569132,191.2878322,220.0954983,232.5954898,249.2760552,301.0745582,2706.611295,5259.042195,9961.541826,13492.08471,17061.07788,23063.13445,25771.48801,28863.15955,41740.0046
1,539,282,49,306,26,221,214,7,280,26,143,157,4,187,18,85,103,3,113,9,57,79,2,81,8,45,64,0,66,7,30,55,0,53,5,24,46,0,46,2,15,32,0,36,1,9,22,0,27,1,5,9,0,17,0,0,1,0,2,0,227,393,0,496,86,227,393,0,496,86,227,393,0,496,86,227,393,0,495,86,223,392,0,491,84,219,387,0,477,78,209,371,0,452,74,196,346,0,430,71,179,326,0,397,68,144,286,0,351,54,77,204,0,186,33,38,141,0,86,22,127.5480369,126.286685,23870.36104,50.2255171,61.1437716,72.5466492,87.021997,99.1466025,114.2379202,134.5972186,169.4042784,221.7062527,50.2255171,61.1437716,72.5466492,87.021997,99.1466025,114.2379202,134.5972186,169.4042784,221.7062527,76.29715655,89.26331929,103.859351,124.6845634,147.6014585,165.8096429,186.5266033,239.8559639,320.4449491,2761.834338,3759.940745,5006.41399,6918.472202,10373.76451,12912.33229,16256.44754,26495.16343,48789.43156
1,508,396,41,73,6,156,375,19,68,6,105,294,14,49,4,57,211,12,35,2,36,182,9,31,1,25,154,9,24,1,20,125,4,19,1,14,100,3,16,1,10,78,2,12,1,6,65,1,9,1,1,45,0,5,0,0,6,0,1,0,141,727,12,126,18,141,727,12,126,18,141,727,12,126,18,141,727,12,125,18,141,726,11,123,18,141,723,11,121,18,129,706,10,113,18,117,686,8,104,17,104,661,6,95,16,83,616,4,84,16,33,496,1,64,13,12,386,0,43,12,163.7234272,164.6710862,32110.91352,88.1888745,109.727027,123.3441948,134.793005,148.2269785,164.1179318,179.331461,195.1197996,239.7610601,88.1888745,109.727027,123.3441948,134.793005,148.2269785,164.1179318,179.331461,195.1197996,239.7610601,147.2992923,165.1839342,179.1577435,196.9491211,221.0717457,231.2042033,247.4294892,276.6010709,329.7901096,9952.628829,12991.68285,15491.0758,17757.64983,23343.26315,25419.05825,28495.90436,34573.00241,50387.7386
1,339,90,13,361,4,260,53,2,343,4,202,48,1,188,3,161,33,1,90,2,127,30,1,55,2,105,28,1,39,2,87,22,0,27,2,72,15,0,22,2,60,11,0,18,2,46,5,0,16,1,25,4,0,8,1,3,1,0,1,0,266,73,0,440,28,266,73,0,440,28,266,73,0,440,28,266,73,0,440,28,264,73,0,439,27,260,71,0,435,27,240,65,0,387,21,218,59,0,335,18,197,46,0,291,15,172,38,0,220,13,67,19,0,102,8,25,7,0,50,4,131.2874899,128.0860081,24967.65159,36.6759696,44.240271,56.6766388,81.419794,114.373276,138.6406052,168.1140932,188.7410032,244.7693632,36.6759696,44.240271,56.6766388,81.419794,114.373276,138.6406052,168.1140932,188.7410032,244.7693632,53.12676418,61.63342189,80.43049352,112.3216801,170.6951988,210.400134,235.0836598,270.4060831,328.0484657,1390.882721,1823.980391,3104.24464,5755.288409,13980.41997,21025.79937,26436.98411,33776.73554,49697.64625
1,267,192,8,63,17,143,171,1,50,17,117,141,1,35,7,78,115,1,22,5,56,91,1,15,4,46,79,1,13,3,38,71,0,9,2,31,63,0,7,2,19,43,0,6,1,14,32,0,2,0,6,14,0,2,0,1,3,0,0,0,149,269,1,79,49,149,269,1,79,49,149,269,1,79,49,149,269,1,79,49,147,268,1,79,46,142,261,1,76,46,123,242,1,67,43,111,221,1,58,43,94,198,1,53,41,73,162,0,49,38,32,92,0,33,23,17,44,0,17,15,129.3614983,126.5881383,17751.83064,65.0841132,86.718982,100.994397,111.4334596,121.91246,132.8452854,146.2336914,167.3866148,188.69115,65.0841132,86.718982,100.994397,111.4334596,121.91246,132.8452854,146.2336914,167.3866148,188.69115,97.05822252,136.3110788,153.139983,164.0683786,173.8683613,186.8782784,214.5751814,233.2441389,261.5222031,4402.209325,8768.633351,11174.64826,12520.89471,14130.41935,16217.37207,21547.70201,25423.96565,31468.65913
1,437,274,8,70,10,286,251,1,66,10,237,212,0,53,7,190,173,0,36,4,162,140,0,26,3,140,123,0,21,2,120,111,0,13,2,98,98,0,10,1,78,81,0,8,1,61,61,0,7,0,34,32,0,3,0,2,6,0,0,0,286,374,0,93,46,286,374,0,93,46,286,374,0,93,46,285,374,0,92,46,285,373,0,91,46,280,365,0,91,46,256,349,0,86,45,238,329,0,85,44,216,301,0,77,39,184,261,0,73,37,100,178,0,49,30,47,119,0,34,20,140.6676441,142.8199071,22947.47485,69.9004668,89.520789,102.727716,115.7067076,126.270713,144.5157042,162.1274932,180.8983218,215.2927818,69.9004668,89.520789,102.727716,115.7067076,126.270713,144.5157042,162.1274932,180.8983218,215.2927818,109.2855761,142.6332155,157.8755678,169.9911381,184.4686486,211.8815182,231.3614461,257.3559862,306.2723222,5496.791947,9350.953843,11456.09211,13096.22982,15533.94892,19368.73969,25091.03871,30479.39101,42975.9071
1,481,251,27,64,34,261,221,8,58,34,175,186,7,36,21,117,146,1,24,12,89,122,1,16,9,67,112,0,10,8,54,92,0,7,6,37,75,0,4,5,25,61,0,2,4,18,44,0,1,2,8,29,0,1,2,1,3,0,0,0,271,385,0,109,92,271,385,0,109,92,271,385,0,109,92,271,385,0,109,92,270,384,0,108,92,264,378,0,104,91,248,357,0,97,88,237,335,0,90,82,203,307,0,84,77,171,266,0,73,71,100,167,0,46,54,51,122,0,33,39,152.2087988,151.4044258,28652.70374,72.7135434,90.7461176,103.803333,117.1817016,130.461914,146.7640962,166.7108308,188.0926146,242.3488772,72.7135434,90.7461176,103.803333,117.1817016,130.461914,146.7640962,166.7108308,188.0926146,242.3488772,107.448043,142.8891735,157.6794376,171.0945909,185.5942916,219.7223685,240.2476524,269.3337169,332.8520559,5466.165323,9713.26183,11579.60097,13626.70668,16104.55396,22052.06028,26530.48369,31848.72649,51582.07755
1,486,278,34,312,17,231,231,3,301,17,170,188,0,200,9,106,146,0,122,5,76,127,0,96,3,57,112,0,73,2,39,98,0,52,1,37,81,0,46,0,27,59,0,33,0,14,43,0,18,0,5,28,0,8,0,0,6,0,0,0,234,413,0,408,72,234,413,0,408,72,234,413,0,408,72,234,412,0,407,72,232,410,0,400,71,227,400,0,382,68,211,369,0,361,65,190,342,0,332,62,169,317,0,300,59,140,264,0,252,54,65,157,0,140,34,29,93,0,82,19,121.0632775,120.9168632,18237.70101,48.903345,59.2338626,74.232605,91.9535768,108.562378,121.6292362,140.412732,163.5761894,197.2597868,48.903345,59.2338626,74.232605,91.9535768,108.562378,121.6292362,140.412732,163.5761894,197.2597868,74.49798091,90.25062833,108.0922222,142.5741614,162.379475,177.2645027,207.3647517,235.5367916,287.0360554,2697.578229,3837.717611,5376.003987,9711.201527,12063.10095,14661.17395,19265.35651,25754.43029,35474.24254
1,48,24,7,7,3,33,18,3,7,3,21,14,2,5,2,13,11,2,4,2,11,7,2,3,1,8,6,1,2,0,8,6,1,2,0,7,6,0,1,0,5,5,0,0,0,4,5,0,0,0,2,4,0,0,0,0,1,0,0,0,34,27,1,16,11,34,27,1,16,11,34,27,1,16,11,34,26,1,16,11,33,26,1,16,11,33,26,1,15,10,30,25,1,15,10,26,22,1,14,9,25,19,1,11,9,20,18,0,10,8,7,9,0,7,8,3,6,0,4,7,207.0064917,216.2710724,62175.48801,91.1221732,107.1564206,112.4784116,136.7861692,152.366051,163.9357664,197.3209046,266.1071684,506.9572878,91.1221732,107.1564206,112.4784116,136.7861692,152.366051,163.9357664,197.3209046,266.1071684,506.9572878,150.6104177,166.1033299,179.7999028,199.3112681,223.3440017,254.105462,320.4967462,399.2281321,664.1362582,10800.86229,12460.04087,14179.50392,18858.64088,24591.45417,29518.60635,42508.79104,63121.10359,217764.7952
