class_i,ASCUS_s,LSIL_s,ASCH_s,HSIL_s,SCC_s,ASCUS_s_005,LSIL_s_005,ASCH_s_005,HSIL_s_005,SCC_s_005,ASCUS_s_01,LSIL_s_01,ASCH_s_01,HSIL_s_01,SCC_s_01,ASCUS_s_02,LSIL_s_02,ASCH_s_02,HSIL_s_02,SCC_s_02,ASCUS_s_03,LSIL_s_03,ASCH_s_03,HSIL_s_03,SCC_s_03,ASCUS_s_04,LSIL_s_04,ASCH_s_04,HSIL_s_04,SCC_s_04,ASCUS_s_05,LSIL_s_05,ASCH_s_05,HSIL_s_05,SCC_s_05,ASCUS_s_06,LSIL_s_06,ASCH_s_06,HSIL_s_06,SCC_s_06,ASCUS_s_07,LSIL_s_07,ASCH_s_07,HSIL_s_07,SCC_s_07,ASCUS_s_08,LSIL_s_08,ASCH_s_08,HSIL_s_08,SCC_s_08,ASCUS_s_09,LSIL_s_09,ASCH_s_09,HSIL_s_09,SCC_s_09,ASCUS_s_099,LSIL_s_099,ASCH_s_099,HSIL_s_099,SCC_s_099,ASCUS_c,LSIL_c,ASCH_c,HSIL_c,SCC_c,ASCUS_c_01,LSIL_c_01,ASCH_c_01,HSIL_c_01,SCC_c_01,ASCUS_c_02,LSIL_c_02,ASCH_c_02,HSIL_c_02,SCC_c_02,ASCUS_c_03,LSIL_c_03,ASCH_c_03,HSIL_c_03,SCC_c_03,ASCUS_c_04,LSIL_c_04,ASCH_c_04,HSIL_c_04,SCC_c_04,ASCUS_c_05,LSIL_c_05,ASCH_c_05,HSIL_c_05,SCC_c_05,ASCUS_c_06,LSIL_c_06,ASCH_c_06,HSIL_c_06,SCC_c_06,ASCUS_c_07,LSIL_c_07,ASCH_c_07,HSIL_c_07,SCC_c_07,ASCUS_c_08,LSIL_c_08,ASCH_c_08,HSIL_c_08,SCC_c_08,ASCUS_c_09,LSIL_c_09,ASCH_c_09,HSIL_c_09,SCC_c_09,ASCUS_c_099,LSIL_c_099,ASCH_c_099,HSIL_c_099,SCC_c_099,ASCUS_c_0999,LSIL_c_0999,ASCH_c_0999,HSIL_c_0999,SCC_c_0999,w_mean,h_mean,v_mean,w_01,w_02,w_03,w_04,w_05,w_06,w_07,w_08,w_09,h_01,h_02,h_03,h_04,h_05,h_06,h_07,h_08,h_09,d_01,d_02,d_03,d_04,d_05,d_06,d_07,d_08,d_09,v_01,v_02,v_03,v_04,v_05,v_06,v_07,v_08,v_09
0,715,33,224,291,1,536,22,128,284,1,443,14,90,156,0,336,8,60,68,0,291,5,43,42,0,243,4,30,25,0,216,2,26,16,0,193,1,22,9,0,166,1,20,6,0,139,0,17,1,0,108,0,9,0,0,36,0,3,0,0,545,32,188,491,8,545,32,188,491,8,545,32,188,491,8,545,32,188,489,8,541,32,188,486,8,526,31,187,479,8,472,28,179,451,8,415,27,174,435,8,354,24,166,413,6,272,19,154,371,4,114,8,108,238,2,41,2,82,104,1,99.93748849920887,100.96658253639242,13822.652236122432,36.657428600000046,46.86004640000006,56.562964000000036,73.45049419999997,91.36261949999998,103.48728000000001,115.30191280000001,130.49729660000003,168.90066969999998,36.657428600000046,46.86004640000006,56.562964000000036,73.45049419999997,91.36261949999998,103.48728000000001,115.30191280000001,130.49729660000003,168.90066969999998,55.120838600838,68.54102463142915,85.56213217555504,104.32808500260036,138.07831144610873,154.32686895613173,170.16862246356587,190.87950060035232,233.58297331552302,1412.7947291802363,2221.9124142421247,3439.7758549476152,5076.44934983568,9204.128813831581,11375.993813368574,13686.074389893674,16882.784440321724,26019.591470366402
0,1048,263,14,24,2,754,247,10,24,2,613,183,8,15,2,465,127,7,8,1,394,97,5,6,1,331,70,3,2,1,279,55,2,1,1,244,46,2,1,1,210,30,2,1,1,174,18,2,1,1,107,10,1,0,0,20,1,0,0,0,760,511,25,51,4,760,511,25,51,4,760,511,25,51,4,759,510,25,51,4,747,506,25,49,4,709,492,24,49,4,590,451,21,46,4,488,409,20,44,4,377,353,19,41,2,262,288,17,38,2,62,140,10,23,0,12,68,6,10,0,146.7717257557365,146.02870620429312,22934.621328299003,81.34344499999997,100.43890400000004,115.07554599999997,124.87179499999998,139.531799,152.47425800000002,167.66882399999992,185.43111400000004,212.582917,81.34344499999997,100.43890400000004,115.07554599999997,124.87179499999998,139.531799,152.47425800000002,167.66882399999992,185.43111400000004,212.582917,149.23167065802207,165.06262653464447,175.34838192867144,186.22161505589426,206.30320977455702,221.005581525566,233.2656366973649,248.05238905447192,278.88903078779657,10198.025692264997,12323.636706236068,14015.532503801,15702.507168143937,18012.152454640156,22709.67085003703,24928.26557166941,28004.510341850746,34411.44604963156
0,570,222,5,46,9,426,207,2,45,9,333,157,2,33,8,262,119,2,22,4,214,93,0,17,4,186,76,0,14,4,145,64,0,12,4,121,50,0,8,3,97,29,0,4,1,71,22,0,1,0,46,9,0,0,0,4,0,0,0,0,428,323,5,81,15,428,323,5,81,15,428,323,5,81,15,428,323,5,81,15,423,322,5,81,15,405,315,5,80,13,350,274,5,77,13,300,246,5,73,11,245,209,5,68,10,184,165,3,66,10,65,71,1,37,5,22,40,1,10,1,134.75580175000002,135.09940561619717,20492.62891253229,70.27192519999998,90.18918780000001,103.7045282,114.4593138,127.56134050000003,139.471023,153.57184780000003,170.25341800000007,198.1835497,70.27192519999998,90.18918780000001,103.7045282,114.4593138,127.56134050000003,139.471023,153.57184780000003,170.25341800000007,198.1835497,132.3413089952371,155.12199412003525,164.59058809666735,174.73486590311475,182.8913304583744,197.74662474709507,216.37941458809786,232.1921836095604,250.00132874961935,7617.983738691767,10719.972830845953,12478.411340967818,13883.546560277377,15358.988484369132,17294.02230188805,21911.49619282061,24970.234795334043,29084.805648007692
0,171,105,35,133,6,90,80,28,130,6,62,55,24,79,2,44,36,16,46,0,36,24,12,30,0,26,19,10,19,0,20,12,9,16,0,14,7,9,8,0,12,6,6,6,0,9,2,5,5,0,3,0,2,5,0,0,0,0,0,0,93,115,50,181,11,93,115,50,181,11,93,115,50,181,11,93,115,50,179,11,92,113,50,176,11,86,108,49,170,10,75,101,47,160,10,63,93,42,140,9,55,88,35,120,7,38,75,30,92,7,13,43,21,45,2,4,23,13,25,2,130.06115114,131.05636096222221,26558.201759386175,43.94055200000004,56.66215860000001,71.07874260000001,84.42155759999997,101.39250349999999,121.3185974,141.7894733,171.9910764,214.00177830000007,43.94055200000004,56.66215860000001,71.07874260000001,84.42155759999997,101.39250349999999,121.3185974,141.7894733,171.9910764,214.00177830000007,64.97249698898284,81.90417044303629,99.79241342054658,138.06877421658237,155.199225465357,169.03757155438774,212.4607459761353,248.26641907544666,327.0057690611822,1928.2966316844058,3110.940976330401,4575.4323617854125,8973.698988869117,11259.60073499048,13642.82843961105,21316.777793067773,28609.754887237323,47952.29608829006
0,736,213,65,277,1,448,156,34,267,1,358,119,20,165,0,280,94,17,107,0,225,76,15,74,0,192,60,14,49,0,161,48,12,30,0,143,39,8,19,0,116,33,8,14,0,98,21,1,10,0,73,11,1,4,0,21,1,0,0,0,455,276,50,506,5,455,276,50,506,5,455,276,50,506,5,455,276,50,505,5,445,275,50,503,5,419,270,47,494,5,366,250,44,478,5,307,230,43,454,4,247,212,38,424,2,182,180,27,372,2,50,98,13,196,2,9,50,4,70,1,135.8329835224458,130.7183117763158,25483.635038432534,39.06396519999989,48.91590840000004,77.0694124,100.37133839999998,117.94009749999998,134.7872376,156.40471499999995,177.64498280000004,220.50141899999997,39.06396519999989,48.91590840000004,77.0694124,100.37133839999998,117.94009749999998,134.7872376,156.40471499999995,177.64498280000004,220.50141899999997,56.444811850724356,69.38260463679424,113.17687385179048,153.81536976753105,172.8689676671078,196.04099342436996,224.8284952935125,243.41816823756278,308.79982864159183,1520.294522027952,2301.2105018694015,5934.903454144995,11140.013062469732,13945.737810536997,17521.634792805035,24057.08981318918,28201.842016276936,45555.25055056687
0,251,174,0,48,3,88,158,0,47,3,70,123,0,35,1,54,93,0,17,1,45,65,0,10,0,33,52,0,5,0,31,37,0,4,0,22,29,0,3,0,17,21,0,1,0,13,11,0,1,0,6,7,0,0,0,1,3,0,0,0,74,305,1,86,10,74,305,1,86,10,74,304,1,86,10,74,304,1,86,9,74,304,1,86,9,72,299,1,86,7,63,278,0,84,5,48,260,0,83,3,36,241,0,79,3,22,221,0,72,2,9,156,0,56,0,4,119,0,44,0,179.40191102731092,183.43312330462186,42980.56818793082,49.160324500000044,108.68444799999997,131.44728050000003,146.668564,162.43212950000003,179.05731199999994,194.1236385,215.60650599999997,291.62015499999995,49.160324500000044,108.68444799999997,131.44728050000003,146.668564,162.43212950000003,179.05731199999994,194.1236385,215.60650599999997,291.62015499999995,93.63608785102342,168.47208551329297,193.1569319180206,223.51207937965222,234.119582980825,249.66097816663634,277.1313393258454,319.9750653604637,412.7594104252897,3700.5274848482586,13114.344303916645,17088.64735106605,23938.765614269385,26066.11105859453,29115.370151321345,36759.96779004784,48437.921832913926,82713.64321017914
0,306,235,4,28,7,146,220,0,26,7,118,177,0,18,6,88,128,0,4,3,66,103,0,3,2,55,78,0,1,1,46,68,0,1,0,37,59,0,1,0,30,50,0,0,0,27,38,0,0,0,18,21,0,0,0,0,2,0,0,0,134,374,1,55,16,134,374,1,55,16,134,374,1,55,16,134,374,1,55,14,133,373,1,52,14,125,366,1,51,11,104,336,1,48,8,87,309,1,46,8,68,280,1,42,6,40,243,1,34,4,15,146,0,17,1,3,98,0,7,1,173.5641919965517,178.11386505517243,34871.925783589504,87.19790450000002,120.2269406,141.57072350000004,154.3677,167.15873349999998,178.96531300000004,192.30190249999998,212.21914360000002,259.6577938,87.19790450000002,120.2269406,141.57072350000004,154.3677,167.15873349999998,178.96531300000004,192.30190249999998,212.21914360000002,259.6577938,149.31692887542943,185.02233186662318,217.1992156396207,230.08054454817298,241.6061452731953,253.66043792005092,275.03347083837747,310.8185803697319,363.16059939181224,10051.89579201995,15615.748250309525,22267.86737621621,25390.252561987007,27638.98670201374,30117.922031488066,34244.61488158339,44080.817748327005,58708.2831127296
0,696,157,13,120,9,559,131,5,114,9,477,92,5,68,7,397,63,4,35,5,349,40,3,26,4,325,32,3,21,3,295,25,2,17,3,261,20,1,11,3,220,15,0,7,2,194,13,0,4,2,144,8,0,1,1,52,0,0,0,0,566,194,6,205,24,566,194,6,205,24,566,194,6,205,24,565,194,6,205,22,563,194,6,203,22,545,191,6,200,21,505,177,6,194,20,449,162,6,187,17,375,152,6,176,15,280,133,5,162,10,110,93,3,112,7,51,64,3,76,2,123.91827311859298,128.01628419396985,19748.192903950858,40.15712540000002,74.68807360000004,92.68383799999995,104.35849619999999,112.31881799999996,126.49882540000007,143.7241584,162.33973419999995,189.76963760000004,40.15712540000002,74.68807360000004,92.68383799999995,104.35849619999999,112.31881799999996,126.49882540000007,143.7241584,162.33973419999995,189.76963760000004,58.94258449930467,115.41417015285381,140.8215228750231,154.82348497877322,170.99468374195558,185.8861717048304,213.5448668137126,231.91516877361238,268.81154569130786,1712.2464433641126,6228.228384949049,9477.438809962932,11376.373771328848,13511.219361074796,16110.623409942098,21501.668198354848,25232.653937458836,33511.97339365615
0,402,360,1,19,6,168,349,0,18,6,126,277,0,10,4,91,204,0,7,3,75,163,0,5,3,63,136,0,3,2,44,110,0,2,2,38,89,0,2,2,27,72,0,1,1,20,52,0,1,0,7,25,0,1,0,0,9,0,0,0,150,585,0,33,20,150,585,0,33,20,150,585,0,33,20,150,585,0,33,19,150,581,0,33,18,140,573,0,32,14,107,529,0,30,10,84,499,0,28,10,64,463,0,27,9,48,410,0,26,7,11,261,0,18,1,3,192,0,7,1,153.45683294543147,152.7907771890863,26500.40520337661,89.92058750000001,109.95061040000002,120.3664631,131.11325919999996,142.66520700000004,156.21169459999996,171.20963889999996,185.941443,213.2390306,89.92058750000001,109.95061040000002,120.3664631,131.11325919999996,142.66520700000004,156.21169459999996,171.20963889999996,185.941443,213.2390306,152.01690956389564,169.69855249857017,178.86730481708923,189.92513912476727,212.4696556152111,223.82116470419328,234.9140518534873,250.77991871257115,289.3437296933264,10620.042139892434,13434.084239885557,15089.135823698056,16843.71055159985,20137.64575289037,23468.337972722038,25846.002875019454,28856.132270352886,40648.25144896023
0,779,322,15,46,1,496,296,8,46,1,397,237,7,25,1,324,175,5,16,0,261,137,3,9,0,215,109,3,6,0,176,89,3,6,0,144,70,3,6,0,121,53,2,4,0,97,39,2,2,0,66,17,2,1,0,7,3,0,0,0,500,516,26,104,17,500,516,26,104,17,500,516,26,104,17,500,515,26,103,17,498,511,26,102,15,473,501,24,102,15,436,463,24,94,15,381,430,23,89,15,319,384,21,85,13,227,319,19,73,12,87,159,19,49,7,34,72,16,28,2,153.46544614187445,159.82273839294928,27324.44520067469,81.47212260000002,102.40813020000003,118.58107859999998,132.7945754,147.85981799999996,162.78978880000003,176.609122,191.9660896,219.39693599999998,81.47212260000002,102.40813020000003,118.58107859999998,132.7945754,147.85981799999996,162.78978880000003,176.609122,191.9660896,219.39693599999998,133.354622988769,163.0739227662492,178.2631452933624,200.70150666114037,224.39104937919808,236.4235806710077,252.69086548867102,274.87985678269496,319.0911812961,8545.695686016312,12679.318958245718,14954.476266984975,17816.80906004707,23444.38308574147,26061.869911031055,29150.337116590646,34599.18420756122,45472.96799912913
0,394,282,24,189,9,160,245,7,179,9,121,185,5,132,6,92,131,5,79,2,74,104,4,56,2,58,85,3,45,2,51,66,3,31,2,39,48,3,22,1,30,37,3,11,1,24,26,2,6,0,13,11,0,4,0,0,3,0,1,0,146,406,12,268,66,146,406,12,268,66,146,406,12,268,66,146,406,11,268,65,145,405,11,267,65,135,387,10,265,63,106,368,10,253,59,88,335,9,241,57,67,300,9,216,54,51,245,6,197,52,19,124,4,116,46,6,58,2,42,43,156.9278253207127,150.61255629287308,31116.412291911056,38.758667200000005,59.85114700000004,91.93851150000002,114.32175240000002,134.486916,153.7812192,176.0392942,200.19020139999998,275.0955381000001,38.758667200000005,59.85114700000004,91.93851150000002,114.32175240000002,134.486916,153.7812192,176.0392942,200.19020139999998,275.0955381000001,57.942267163576815,93.75740964446247,153.54348373024857,177.25547443287235,210.66066292681126,230.67272520221834,252.2997490004725,294.4797157702277,373.84046177138293,1584.156578372891,4151.066430792255,10817.133659015091,14516.96856877493,19180.8204832196,25031.45993281355,29452.801917189758,38401.853786888765,58541.11382464244
0,1257,354,16,30,4,882,331,11,30,4,681,267,6,24,2,533,197,4,16,2,454,155,3,9,2,390,129,2,8,1,345,101,2,7,1,286,80,2,4,1,242,59,1,4,1,193,44,0,3,0,137,20,0,0,0,32,1,0,0,0,896,649,34,75,7,896,649,34,75,7,896,649,34,75,7,896,649,34,75,7,891,646,33,75,7,852,635,33,73,7,761,608,31,69,7,675,566,26,64,5,570,512,24,50,5,433,432,20,42,4,160,243,13,27,2,60,148,9,15,1,143.1408530433474,141.84486961770017,24040.87861528365,76.08044400000006,96.36560099999997,109.41522200000003,120.54290699999999,131.04663000000005,144.05236799999994,158.08215300000003,172.120636,191.47209899999996,76.08044400000006,96.36560099999997,109.41522200000003,120.54290699999999,131.04663000000005,144.05236799999994,158.08215300000003,172.120636,191.47209899999996,115.23953023128925,153.0594145720182,165.04152561314982,175.99763356083918,185.61311094342102,210.453571497869,222.25964815177534,235.1755152806002,264.7595487983385,6375.9693060244235,10773.892719871354,12836.18475766022,14516.255603753627,16298.089821465137,20528.595811119125,23834.278869818863,26343.16015989859,32313.963034222554
0,435,56,40,32,3,360,48,29,31,3,289,35,20,15,3,218,22,14,8,1,182,18,10,3,1,162,12,10,1,1,145,8,7,0,1,128,6,3,0,1,111,2,2,0,0,95,1,1,0,0,67,0,1,0,0,16,0,0,0,0,371,67,53,67,8,371,67,53,67,8,371,67,53,67,8,370,67,53,67,8,368,66,53,66,7,356,65,50,64,7,329,58,47,62,7,296,55,41,60,4,259,48,39,57,4,207,40,36,48,4,69,19,23,26,1,18,10,16,13,0,148.877499024735,148.8629615318021,29806.219714663468,65.10025000000002,82.772358,96.30751799999999,108.22908000000001,121.28903249999999,141.28836,160.74786399999996,191.70221699999996,235.138481,65.10025000000002,82.772358,96.30751799999999,108.22908000000001,121.28903249999999,141.28836,160.74786399999996,191.70221699999996,235.138481,98.36308873363052,121.63788540824042,147.19324683024155,162.5244681225429,179.70710981316432,205.42482931846763,234.49916881638185,269.628788389825,337.5956940301686,4440.614244010407,6767.673458578989,10429.80064355558,12093.871696199227,15067.988024405666,19006.644921818686,25692.58871487355,32326.895544822324,53807.112683257175
0,422,73,19,107,4,333,56,9,103,4,272,43,5,60,3,207,24,2,35,2,176,18,1,23,1,159,14,1,15,1,142,10,0,11,0,125,9,0,5,0,106,5,0,2,0,87,3,0,1,0,69,3,0,1,0,23,0,0,0,0,334,87,14,175,15,334,87,14,175,15,334,87,14,175,15,334,87,14,175,15,332,87,14,174,14,321,83,13,172,13,289,81,13,169,12,257,73,12,162,12,207,65,10,155,11,156,55,7,147,7,60,38,3,103,5,18,20,0,59,2,143.19818142559998,142.5840773776,27688.268023809786,35.81368880000001,58.11503900000001,92.67331119999996,114.50139160000006,136.76525900000007,153.923831,169.80743439999998,191.83253480000008,223.22688000000008,35.81368880000001,58.11503900000001,92.67331119999996,114.50139160000006,136.76525900000007,153.923831,169.80743439999998,191.83253480000008,223.22688000000008,51.63162979011048,84.6470815337961,148.52559888087274,177.7129742627278,206.14690512995648,225.6491490357608,243.70767635710143,263.3058701481838,314.085164238773,1272.944244203532,3539.971231429334,10200.563748138798,14771.280806107488,20032.326603852995,24220.349307378034,27777.84032126558,33371.896560652094,48172.36957505227
0,863,203,32,36,0,663,190,26,32,0,540,142,21,19,0,414,96,19,11,0,346,66,18,9,0,286,45,15,6,0,249,32,14,5,0,199,24,12,4,0,161,12,12,3,0,133,7,10,2,0,88,2,4,0,0,22,0,1,0,0,667,318,73,68,8,667,318,73,68,8,667,318,73,68,8,666,318,73,67,8,663,318,72,67,7,651,311,68,66,7,600,293,65,58,7,537,277,64,53,6,459,263,60,50,6,362,234,56,41,6,165,147,40,19,3,59,91,34,14,2,139.59025452028217,139.47690962433865,23560.520092112714,74.77141240000003,94.32434680000001,105.98830299999999,115.04290600000004,125.135973,136.17826199999996,149.34621890000003,165.27362100000002,193.5353528,74.77141240000003,94.32434680000001,105.98830299999999,115.04290600000004,125.135973,136.17826199999996,149.34621890000003,165.27362100000002,193.5353528,113.16842914004596,148.4067212775604,161.45240119737718,171.1891854762623,179.49830626900882,192.65511568038545,215.10888705136585,229.12836794105786,267.5034400536454,5978.611198222789,10514.747070568043,12354.370571419557,13897.904954786623,15474.778294558324,17230.59030821562,22027.794955959824,24716.9124589824,31558.11042611365
0,1910,372,49,95,2,1251,325,41,92,2,874,246,35,62,2,636,179,25,36,1,514,148,20,28,1,436,122,18,22,1,365,93,13,16,1,315,74,10,14,0,249,63,9,10,0,186,43,6,7,0,119,32,3,3,0,31,1,0,1,0,1298,748,134,218,30,1298,748,134,218,30,1298,748,134,218,30,1298,747,134,216,30,1292,745,132,208,30,1275,741,132,204,27,1201,728,124,198,25,1077,698,121,188,22,965,660,113,181,21,818,612,105,173,18,462,444,91,119,16,246,299,69,71,8,110.38820345675454,114.45460969028007,15601.360681707829,58.58071920000001,71.11421320000001,81.87363879999998,92.77783199999998,101.9514105,111.0335208,120.10559690000002,131.32748980000002,159.01181920000005,58.58071920000001,71.11421320000001,81.87363879999998,92.77783199999998,101.9514105,111.0335208,120.10559690000002,131.32748980000002,159.01181920000005,90.43003415942233,106.07373632629367,119.52654314484913,139.30640297549448,150.22121808306224,162.40016289323486,173.3250111439401,188.18010628320647,227.39549228224007,3862.8972912209797,5207.273925015123,6509.1875138376045,9224.818092433921,10677.179000357544,12517.275463965394,14380.648082518459,16595.190547378406,24596.79755092449
0,344,102,13,134,5,258,83,4,131,5,230,54,3,77,3,194,37,2,46,2,177,32,2,31,1,157,23,2,21,0,143,15,1,16,0,126,14,0,10,0,110,10,0,5,0,96,7,0,3,0,72,4,0,0,0,14,0,0,0,0,263,123,5,189,18,263,123,5,189,18,263,123,5,189,18,263,123,5,189,17,259,120,5,189,17,251,115,4,187,15,227,107,4,170,10,206,89,4,165,9,179,77,4,154,7,145,61,4,131,6,67,31,3,59,6,35,16,1,26,4,133.86850943311038,133.83285550167224,25373.345363296343,42.07072460000002,59.086035600000045,80.23884570000004,100.0865228,117.96488200000003,136.86916179999994,154.85750710000005,179.64737559999995,217.17188210000012,42.07072460000002,59.086035600000045,80.23884570000004,100.0865228,117.96488200000003,136.86916179999994,154.85750710000005,179.64737559999995,217.17188210000012,66.29175785717692,89.16897747257454,131.10318119699505,160.3159289524206,177.26940248695047,193.90012731358152,225.09404017891794,246.44102380092826,299.4829914819869,2026.5093480649984,3764.540096122362,6728.110579460149,11184.624710120228,14183.605171443007,17156.026773741673,23563.316995716934,27942.040206866644,40436.67449991434
0,3486,46,197,71,1,2364,21,154,69,1,1689,15,121,45,0,1163,12,88,29,0,895,12,70,21,0,712,8,60,17,0,576,7,51,13,0,465,4,39,10,0,369,3,31,9,0,286,2,20,6,0,172,1,16,4,0,30,0,2,1,0,2585,60,793,321,42,2585,60,793,321,42,2585,60,793,321,42,2585,60,792,321,42,2573,60,791,316,41,2528,59,772,303,39,2425,55,756,293,37,2297,50,738,280,36,2113,39,710,273,32,1887,32,663,256,25,1156,16,523,180,14,586,9,384,111,5,114.35507928071561,116.17313,19517.322105622243,52.735779000000036,62.35214300000001,70.70990000000002,78.80386399999998,87.63726800000003,98.186417,110.56158500000001,126.89129600000001,176.84240800000003,52.735779000000036,62.35214300000001,70.70990000000002,78.80386399999998,87.63726800000003,98.186417,110.56158500000001,126.89129600000001,176.84240800000003,83.23369352664189,97.48160144886275,108.19402435952617,118.99927542099378,137.14775024383786,146.85468416488504,160.69100357142824,182.1445462334495,268.7545852584653,3311.142898692127,4503.532386062505,5533.118961745303,6578.841866804754,8728.285235154766,9972.043467727406,11518.7140050289,14352.235388125084,28964.127654761367
0,464,179,40,56,4,294,165,33,56,4,227,126,25,33,2,184,78,19,17,2,157,49,15,10,2,134,33,11,7,1,118,28,11,4,1,96,17,11,3,1,80,14,9,2,0,63,8,8,2,0,50,3,6,2,0,5,1,2,0,0,284,300,58,90,11,284,300,58,90,11,284,300,58,90,10,283,299,58,90,9,277,297,58,89,7,260,289,57,88,7,219,266,55,87,4,181,248,55,81,4,142,221,55,80,3,91,181,53,73,2,23,89,46,46,2,4,35,34,32,1,142.61350651816957,142.052871833109,22799.954537403304,66.54733899999998,96.890424,111.751587,126.19210819999999,137.21380599999998,151.30266079999998,166.3678282,182.4856334,202.0621706,66.54733899999998,96.890424,111.751587,126.19210819999999,137.21380599999998,151.30266079999998,166.3678282,182.4856334,202.0621706,111.62581209561742,161.23792857952807,173.00763804889385,184.50138780274858,200.83054062463913,219.48175854633521,230.67190181505663,246.7552384974848,284.0418084404865,5569.0959275288615,11427.963056710378,13830.041374646458,15648.682225443348,18308.01791956807,22871.357579552354,25468.13355684594,28478.34556317478,37308.799107005776
0,371,104,44,36,4,268,95,32,36,4,205,75,24,23,2,164,46,19,13,2,136,34,17,10,1,111,28,15,6,1,89,23,13,5,0,75,19,13,2,0,68,17,10,1,0,53,12,10,0,0,33,5,5,0,0,7,1,0,0,0,273,142,55,72,17,273,142,55,72,17,273,142,55,72,17,273,142,55,72,16,267,142,55,70,15,259,135,51,66,12,224,123,49,63,9,185,111,48,59,6,156,96,46,56,6,111,83,46,47,5,32,37,40,29,3,7,17,32,13,1,148.14514321109124,149.71257037209304,26370.782162184212,56.1070316,85.91107200000002,105.41456740000001,121.48255039999994,132.89666800000003,152.1733974,169.60804279999996,191.7740726,222.96511239999998,56.1070316,85.91107200000002,105.41456740000001,121.48255039999994,132.89666800000003,152.1733974,169.60804279999996,191.7740726,222.96511239999998,87.78597644219776,151.9337305816592,168.55569291850486,184.22839053810267,206.98305910445194,223.9204741185468,239.20551121503775,260.37534817471436,316.27753296356127,3656.526557714268,10599.154324296407,12925.750609419887,15254.018769484508,18766.28444456281,23043.56482864228,26258.366700269296,30840.02576865467,44183.99367939083
0,492,89,75,187,14,359,72,44,177,14,280,47,27,106,7,207,27,19,52,3,160,17,16,35,3,128,12,10,25,2,108,8,9,19,2,91,8,9,14,2,76,7,5,9,2,54,3,3,9,0,45,1,1,6,0,15,0,0,0,0,367,110,73,274,33,367,110,73,274,33,367,110,73,274,33,367,109,73,274,33,362,109,72,270,30,347,102,69,266,27,322,98,67,254,22,277,93,63,243,19,231,84,57,223,17,168,74,51,201,13,67,45,36,138,4,21,25,25,69,1,120.35165006651108,120.96972082497084,20278.83167011855,38.210285799999994,50.2726688,71.89376840000001,89.1794318,107.107574,122.7091918,143.23011479999994,163.58296540000003,198.02311079999996,38.210285799999994,50.2726688,71.89376840000001,89.1794318,107.107574,122.7091918,143.23011479999994,163.58296540000003,198.02311079999996,56.84263844266299,78.69609498451922,106.28990940254809,141.4616554565561,161.5515879655417,179.39130109115223,208.71696316487964,234.17601975715365,276.725868159589,1542.7613081620002,2753.4103126937066,5210.096413558615,9408.375149317711,11899.230917380397,14634.871111025665,20165.215793491774,25977.271430045057,33595.98663584033
0,188,91,2,64,12,121,73,0,60,12,97,53,0,34,8,77,36,0,17,5,64,29,0,13,4,58,24,0,10,3,49,18,0,8,1,38,13,0,4,1,31,9,0,1,0,23,7,0,0,0,15,5,0,0,0,3,0,0,0,0,120,109,0,100,28,120,109,0,100,28,120,109,0,100,28,120,109,0,100,27,118,108,0,99,25,109,107,0,99,24,96,98,0,96,21,86,89,0,92,20,73,75,0,89,19,56,63,0,79,16,19,34,0,53,8,8,15,0,37,5,145.58697193557424,148.13655030532212,29270.774485570015,33.5681884,63.98083540000004,90.90126680000003,111.56473820000002,128.347626,149.58057260000004,173.3815798,193.2851194,256.34187280000003,33.5681884,63.98083540000004,90.90126680000003,111.56473820000002,128.347626,149.58057260000004,173.3815798,193.2851194,256.34187280000003,51.23747311534804,105.13839364083753,146.65108262248734,168.3766747647099,189.29728024550334,228.53580614017523,251.61244902506195,281.9555814292315,341.21030724867774,1279.0535810103797,4784.145627061144,9547.330411512849,12479.328550499613,16285.119032889766,24656.40593699738,30138.074183171477,38455.737822386924,56205.058729181816
0,475,19,59,111,0,420,14,39,110,0,325,10,31,59,0,256,7,24,26,0,218,4,21,16,0,185,2,21,12,0,170,1,19,11,0,147,0,15,7,0,125,0,12,7,0,100,0,9,5,0,75,0,3,4,0,29,0,2,0,0,425,16,67,154,2,425,16,67,154,2,425,16,67,154,2,425,16,67,154,2,424,16,67,153,2,411,16,66,150,2,366,11,65,144,1,327,10,64,135,1,274,8,63,121,1,206,7,57,105,0,84,5,44,59,0,26,2,37,38,0,118.87755215512047,120.94708101355423,20163.30971691932,47.68359930000001,68.40727579999992,81.77398769999998,92.75344259999999,102.13691749999995,110.84427260000004,123.90183739999996,147.20412599999997,185.1415867,47.68359930000001,68.40727579999992,81.77398769999998,92.75344259999999,102.13691749999995,110.84427260000004,123.90183739999996,147.20412599999997,185.1415867,71.16749863745122,100.46285980897395,120.55845951499235,139.86213121660148,152.99979412370456,168.846937951622,180.95089932857294,209.14865220578105,253.922751751362,2320.6919313047224,4905.650275267189,6991.97421864064,9339.05471229568,11150.147646005425,13263.495140706824,15389.729442051783,21091.8870776229,30575.482463293494
