class_i,ASCUS_s,LSIL_s,ASCH_s,HSIL_s,SCC_s,ASCUS_s_005,LSIL_s_005,ASCH_s_005,HSIL_s_005,SCC_s_005,ASCUS_s_01,LSIL_s_01,ASCH_s_01,HSIL_s_01,SCC_s_01,ASCUS_s_02,LSIL_s_02,ASCH_s_02,HSIL_s_02,SCC_s_02,ASCUS_s_03,LSIL_s_03,ASCH_s_03,HSIL_s_03,SCC_s_03,ASCUS_s_04,LSIL_s_04,ASCH_s_04,HSIL_s_04,SCC_s_04,ASCUS_s_05,LSIL_s_05,ASCH_s_05,HSIL_s_05,SCC_s_05,ASCUS_s_06,LSIL_s_06,ASCH_s_06,HSIL_s_06,SCC_s_06,ASCUS_s_07,LSIL_s_07,ASCH_s_07,HSIL_s_07,SCC_s_07,ASCUS_s_08,LSIL_s_08,ASCH_s_08,HSIL_s_08,SCC_s_08,ASCUS_s_09,LSIL_s_09,ASCH_s_09,HSIL_s_09,SCC_s_09,ASCUS_s_099,LSIL_s_099,ASCH_s_099,HSIL_s_099,SCC_s_099,ASCUS_c,LSIL_c,ASCH_c,HSIL_c,SCC_c,ASCUS_c_01,LSIL_c_01,ASCH_c_01,HSIL_c_01,SCC_c_01,ASCUS_c_02,LSIL_c_02,ASCH_c_02,HSIL_c_02,SCC_c_02,ASCUS_c_03,LSIL_c_03,ASCH_c_03,HSIL_c_03,SCC_c_03,ASCUS_c_04,LSIL_c_04,ASCH_c_04,HSIL_c_04,SCC_c_04,ASCUS_c_05,LSIL_c_05,ASCH_c_05,HSIL_c_05,SCC_c_05,ASCUS_c_06,LSIL_c_06,ASCH_c_06,HSIL_c_06,SCC_c_06,ASCUS_c_07,LSIL_c_07,ASCH_c_07,HSIL_c_07,SCC_c_07,ASCUS_c_08,LSIL_c_08,ASCH_c_08,HSIL_c_08,SCC_c_08,ASCUS_c_09,LSIL_c_09,ASCH_c_09,HSIL_c_09,SCC_c_09,ASCUS_c_099,LSIL_c_099,ASCH_c_099,HSIL_c_099,SCC_c_099,ASCUS_c_0999,LSIL_c_0999,ASCH_c_0999,HSIL_c_0999,SCC_c_0999,w_mean,h_mean,v_mean,w_01,w_02,w_03,w_04,w_05,w_06,w_07,w_08,w_09,h_01,h_02,h_03,h_04,h_05,h_06,h_07,h_08,h_09,d_01,d_02,d_03,d_04,d_05,d_06,d_07,d_08,d_09,v_01,v_02,v_03,v_04,v_05,v_06,v_07,v_08,v_09
1,1099,32,12,15,2,1039,29,6,15,2,845,18,3,8,1,691,10,0,4,1,623,8,0,3,1,560,7,0,3,0,509,5,0,2,0,459,4,0,2,0,413,3,0,2,0,351,1,0,1,0,272,0,0,0,0,97,0,0,0,0,1067,44,13,31,5,1067,44,13,31,5,1067,44,13,31,5,1067,44,13,31,4,1063,44,10,31,4,1050,43,8,31,2,984,39,7,31,2,925,36,7,31,2,843,31,5,29,1,704,22,5,28,1,347,7,1,19,0,145,3,0,17,0,159.8118586,163.1002011,27832.70167,98.5687437,121.5907414,137.3511564,149.333081,159.4295655,169.0500854,177.9814576,190.232645,208.490802,98.5687437,121.5907414,137.3511564,149.333081,159.4295655,169.0500854,177.9814576,190.232645,208.490802,160.4071383,181.2191829,208.9068624,220.1226192,230.3111332,239.4945882,249.7689935,270.4098203,303.5550211,11724.9506,15527.58555,20512.68088,23353.82212,25691.2947,27637.64634,29824.0344,34197.86594,43341.88046
3,2172,23,125,44,0,1957,19,98,41,0,1731,12,76,20,0,1499,9,57,12,0,1341,8,50,7,0,1233,6,44,6,0,1162,5,38,5,0,1087,2,34,5,0,1014,1,30,4,0,920,1,21,3,0,790,0,15,2,0,424,0,4,0,0,2034,21,206,86,17,2034,21,206,86,17,2034,21,206,86,17,2033,21,206,85,16,2028,21,202,85,16,2011,21,197,83,16,1970,19,185,82,16,1928,16,174,77,16,1862,16,166,76,16,1777,15,138,68,13,1501,9,87,46,10,1156,5,43,28,7,125.8144129,124.1794658,18874.02738,66.3888063,80.9518312,91.3308932,100.562408,110.3858795,119.1812744,131.7061752,151.939566,189.8452173,66.3888063,80.9518312,91.3308932,100.562408,110.3858795,119.1812744,131.7061752,151.939566,189.8452173,103.8768577,119.6887258,138.9913257,147.5977217,157.9126098,170.3293269,186.1364002,217.0080401,263.2836418,5081.666054,6627.752456,9239.318595,10256.60659,11737.10504,13598.55924,16107.29883,21890.62454,31666.12729
2,1903,1611,120,310,1,883,1408,55,307,1,746,1185,38,245,0,616,958,23,186,0,529,813,16,151,0,475,688,12,130,0,417,574,8,111,0,359,485,6,98,0,295,378,5,84,0,240,280,5,64,0,172,141,4,45,0,29,18,0,14,0,751,2250,75,857,12,751,2250,75,857,12,751,2250,75,857,12,751,2249,74,856,12,743,2245,73,854,11,713,2228,67,847,11,622,2164,64,835,9,501,2086,60,821,9,399,1972,59,795,8,277,1796,53,768,5,85,1260,39,639,0,23,798,26,506,0,131.4803861,133.9479727,20945.48731,60.7301372,79.884893,96.6286252,108.2747838,120.401016,132.9364444,151.9710136,170.9300722,199.471733,60.7301372,79.884893,96.6286252,108.2747838,120.401016,132.9364444,151.9710136,170.9300722,199.471733,90.94601544,128.9858975,149.965657,163.290383,176.1760888,191.299422,221.8488216,242.0511154,283.1063988,3886.599415,7141.493991,10701.94417,12496.55085,14476.8733,16916.41217,23546.87479,27645.72296,36937.80064
4,4676,148,633,260,10,3314,69,350,237,10,2777,50,235,161,9,2270,33,160,101,5,2020,23,124,75,5,1783,17,93,52,4,1596,13,64,41,2,1438,12,45,22,1,1272,10,34,15,1,1076,6,18,5,1,830,3,9,3,0,307,0,0,0,0,3690,155,345,1282,255,3690,155,345,1282,255,3690,155,345,1282,255,3688,155,343,1282,254,3663,155,339,1279,252,3592,153,315,1262,244,3390,140,273,1220,228,3124,123,239,1167,212,2823,112,207,1110,196,2361,102,163,1002,179,1207,58,76,636,124,474,30,34,343,68,111.7869537,114.4687319,16617.74837,49.7884342,62.3772524,73.6765258,84.3619992,96.099305,108.3848754,122.6919068,144.0089956,181.1485598,49.7884342,62.3772524,73.6765258,84.3619992,96.099305,108.3848754,122.6919068,144.0089956,181.1485598,78.9290443,95.77125773,109.825545,132.2874059,146.309864,161.6956516,177.1491134,208.4730426,249.8645111,2989.560349,4328.039922,5698.034686,8125.267915,9913.810367,11876.97841,14250.6898,19237.90863,28969.40171
2,347,65,31,86,1,292,60,9,84,1,243,39,7,40,1,204,29,6,21,1,174,23,3,11,1,155,18,2,8,1,139,16,2,7,1,129,12,2,4,1,116,9,2,3,1,102,7,1,3,1,72,2,1,2,0,25,0,0,0,0,294,84,10,138,4,294,84,10,138,4,294,84,10,138,4,294,84,10,137,3,294,83,10,136,3,284,83,10,135,3,262,79,10,132,3,240,75,9,121,1,202,72,9,114,0,158,67,8,100,0,65,42,5,46,0,17,23,2,17,0,149.8016336,147.2781754,33467.51176,40.4932554,59.8124144,93.0246036,108.890338,123.3849375,140.5796846,165.6724176,188.887231,269.2831561,40.4932554,59.8124144,93.0246036,108.890338,123.3849375,140.5796846,165.6724176,188.887231,269.2831561,57.86298984,87.4945958,139.0654295,162.7797111,179.6859956,202.1695169,230.3586656,261.3906156,364.4083045,1559.077194,3714.963304,9296.02687,12564.37062,15203.14118,19854.2027,25534.18017,32414.09217,56669.8136
2,406,231,4,21,5,258,224,0,21,5,214,196,0,14,2,163,162,0,7,2,140,140,0,6,0,122,130,0,3,0,107,114,0,3,0,88,104,0,2,0,77,89,0,2,0,63,63,0,2,0,38,40,0,2,0,9,9,0,0,0,261,351,0,43,12,261,351,0,43,12,261,351,0,43,12,261,351,0,43,12,259,351,0,42,12,248,345,0,40,11,211,329,0,34,11,185,302,0,33,10,147,281,0,32,8,108,251,0,27,6,39,165,0,14,4,14,107,0,9,1,187.7658481,191.4712831,49325.82931,77.5651062,101.396106,118.231336,135.9549272,154.570099,172.142856,191.6569088,216.7559756,385.4974028,77.5651062,101.396106,118.231336,135.9549272,154.570099,172.142856,191.6569088,216.7559756,385.4974028,136.2266472,162.4940787,178.5375062,205.2550467,227.4637936,243.8724424,264.1146992,316.8645064,544.9263227,8647.707912,11926.12047,15075.98788,18930.94264,24334.52358,28303.67017,33244.93029,48414.08284,137810.9189
4,674,11,651,190,2,377,2,357,183,2,326,2,275,115,1,276,1,195,68,1,232,1,153,45,1,206,1,114,37,1,186,1,96,30,1,171,0,75,22,1,154,0,50,17,1,122,0,30,9,1,95,0,13,3,1,42,0,1,0,0,401,4,425,672,26,401,4,425,672,26,401,4,425,672,26,398,4,422,672,26,386,4,408,666,26,352,4,387,663,24,295,3,352,656,24,247,3,312,638,21,194,3,273,614,17,138,1,208,573,15,47,0,108,429,7,9,0,62,265,2,109.0779449,103.0378596,19248.10948,38.9816837,47.0854938,54.1969969,61.3167236,70.401825,82.975049,100.1718573,126.3413944,249.5642451,38.9816837,47.0854938,54.1969969,61.3167236,70.401825,82.975049,100.1718573,126.3413944,249.5642451,58.583631,72.67038566,83.32721999,92.00882436,102.4348183,117.7199096,147.8449732,178.7000447,340.6129387,1631.14026,2537.037109,3265.52736,4009.441328,4871.287037,6330.120038,10130.50817,14847.1561,52918.06312
3,1080,207,274,313,4,755,96,206,298,4,597,67,153,198,3,455,37,103,115,2,363,24,90,79,1,314,18,76,54,1,268,16,66,39,1,225,10,56,32,1,181,8,43,25,1,142,3,29,13,1,97,1,16,5,1,18,0,4,1,0,784,148,388,520,38,784,148,388,520,38,784,148,388,520,38,784,148,388,519,38,766,143,385,506,37,725,130,369,488,35,675,110,349,446,30,614,97,317,418,26,552,77,287,370,24,453,56,249,301,20,196,21,165,139,12,47,5,91,57,7,121.7077382,124.0762864,24164.92573,51.4147641,62.1734374,72.6903355,82.0270392,93.0390015,104.478422,115.9861758,137.7282746,197.0291215,51.4147641,62.1734374,72.6903355,82.0270392,93.0390015,104.478422,115.9861758,137.7282746,197.0291215,82.18477325,96.29900768,107.0717748,118.1067859,141.0063715,150.4821651,165.6294184,185.9978084,314.0480019,3248.142286,4333.276741,5415.76946,6453.508382,9394.503631,10636.06835,12555.36407,16091.69407,43500.46301
4,1802,731,1126,4042,4,318,205,266,3416,4,246,138,141,2807,2,172,84,62,2090,2,142,53,35,1714,2,121,35,23,1393,1,104,29,16,1144,1,94,19,8,939,1,83,13,7,726,1,63,7,3,540,0,41,1,1,310,0,13,1,0,36,0,255,136,67,6796,451,255,136,67,6796,451,255,136,67,6796,451,253,135,67,6781,449,247,133,65,6734,444,226,128,64,6594,420,194,119,59,6266,378,169,108,54,5924,326,145,89,54,5477,281,106,71,47,4776,214,38,27,28,2628,91,11,8,19,1057,37,155.2731009,149.3151558,54716.80635,35.9588668,42.876477,49.4104738,56.0448672,64.021851,74.6031374,94.6600708,297.1919006,542.323279,35.9588668,42.876477,49.4104738,56.0448672,64.021851,74.6031374,94.6600708,297.1919006,542.323279,53.38552987,62.60107786,72.77404656,83.27889845,94.01294985,105.2176723,138.3775161,435.2572267,737.0974156,1357.627818,1890.492669,2549.262241,3310.206773,4223.022847,5216.648184,9047.373712,77335.76497,260418.128
4,2432,201,1148,214,4,1253,61,962,207,4,993,41,784,146,4,779,26,616,87,2,653,16,513,63,1,585,11,442,42,1,515,8,383,29,0,443,3,332,23,0,366,1,274,15,0,311,1,217,12,0,211,0,142,7,0,62,0,35,0,0,1288,80,2037,579,15,1288,80,2037,579,15,1288,80,2037,578,15,1288,79,2037,578,15,1282,78,2029,568,15,1245,74,2014,556,13,1182,62,1986,521,13,1102,50,1954,496,12,1018,39,1898,442,10,870,25,1806,375,6,476,6,1490,193,1,233,2,1198,88,0,153.1839562,149.8711084,34892.16551,54.5574828,66.8071042,78.263956,90.5819336,104.620759,121.8348388,149.290527,198.4603394,341.911169,54.5574828,66.8071042,78.263956,90.5819336,104.620759,121.8348388,149.290527,198.4603394,341.911169,86.08098696,100.0950821,112.663458,137.3743321,152.73369,171.7436653,227.4006391,310.7053234,501.7582361,3463.924102,4666.129682,5884.205314,8941.650351,10893.84525,13715.80267,23778.22487,43323.6327,105886.3519
2,1376,963,11,42,7,827,948,8,41,7,680,834,6,27,5,556,711,2,19,2,470,615,2,16,1,417,542,1,13,1,359,464,0,12,1,306,400,0,11,1,252,328,0,9,1,201,246,0,8,1,125,144,0,6,0,25,27,0,1,0,810,1492,13,70,14,810,1492,13,70,14,810,1492,13,70,14,810,1492,13,70,14,808,1491,13,69,12,790,1477,13,67,12,686,1386,13,64,11,591,1296,12,59,9,491,1182,11,54,8,350,1006,9,49,7,110,614,5,30,4,28,369,2,15,1,165.767652,164.6927044,31727.98765,82.1730468,102.7079528,118.1150024,134.0256626,150.721802,168.120093,184.364221,204.8811518,262.836194,82.1730468,102.7079528,118.1150024,134.0256626,150.721802,168.120093,184.364221,204.8811518,262.836194,139.3087472,161.0599941,178.4199007,198.6447529,224.0330504,241.3725334,259.2019838,299.3260384,344.5609718,9134.001501,12006.1124,14655.76207,17806.26751,23728.58539,27171.546,31509.74985,41549.66122,54678.33739
2,499,359,3,11,6,272,354,0,10,6,198,303,0,7,3,146,250,0,5,2,120,222,0,3,2,94,199,0,3,2,78,182,0,2,0,68,164,0,2,0,52,152,0,2,0,35,121,0,2,0,23,85,0,2,0,0,39,0,0,0,267,577,1,17,16,267,577,1,17,16,267,577,1,17,16,267,576,1,17,16,264,574,1,16,16,254,565,1,16,15,231,545,1,15,11,199,524,1,15,9,165,494,0,14,9,121,443,0,12,7,37,320,0,7,3,6,217,0,2,1,135.5572848,138.7579385,20564.79882,81.8884583,94.6711184,105.6346376,115.332373,124.659151,135.53241,147.9965393,165.968788,196.402796,81.8884583,94.6711184,105.6346376,115.332373,124.659151,135.53241,147.9965393,165.968788,196.402796,140.8510568,153.0190163,164.598414,171.9197631,179.902383,191.7329448,216.7961869,234.6841006,261.3186378,9218.49581,11095.23002,12350.77947,13705.71298,15220.24916,16938.70016,21760.94171,25528.81877,32162.80723
4,2384,246,281,132,7,1762,174,179,126,7,1558,122,142,93,6,1318,72,98,55,3,1201,48,78,44,2,1106,37,67,30,1,1021,24,54,24,1,927,14,37,19,1,834,12,29,16,1,729,7,16,13,0,552,3,6,7,0,213,0,0,1,0,1862,358,255,514,61,1862,358,255,514,61,1862,358,255,514,61,1861,358,255,514,61,1841,358,248,508,58,1782,355,233,494,55,1592,338,206,472,55,1438,311,177,445,54,1251,277,146,415,49,969,249,109,360,45,398,148,44,216,31,143,83,22,122,18,123.2110043,123.9866495,19766.31902,54.8214529,67.1357056,78.5207453,91.973459,104.482277,118.522711,138.2522843,166.6092896,201.5468687,54.8214529,67.1357056,78.5207453,91.973459,104.482277,118.522711,138.2522843,166.6092896,201.5468687,85.0001276,101.297755,114.5055234,139.7147593,155.7502045,171.1713679,200.8340828,233.2878124,287.1580045,3445.951731,4853.347403,6174.638802,9254.3506,11229.73421,13584.04156,18082.97671,25613.31413,37512.01424
3,1135,49,177,155,1,852,24,100,153,1,666,18,81,101,1,514,11,54,53,0,423,4,38,29,0,363,3,34,21,0,306,1,27,17,0,264,1,24,13,0,227,1,19,8,0,181,1,14,6,0,126,0,9,2,0,38,0,0,0,0,912,42,203,349,11,912,42,203,349,11,912,42,203,349,11,910,42,203,349,11,901,40,199,342,11,881,40,192,329,10,812,34,182,303,9,744,33,169,280,8,682,29,158,250,7,573,21,139,196,4,296,10,91,84,3,127,7,43,28,0,106.5256427,108.9349559,14858.358,53.3714838,61.7485958,70.405353,79.1878844,87.159577,98.297666,111.4696904,135.7411956,179.8479006,53.3714838,61.7485958,70.405353,79.1878844,87.159577,98.297666,111.4696904,135.7411956,179.8479006,84.88589173,95.29702574,105.2550206,111.9620657,131.1087519,143.8364802,161.0310674,184.930232,274.4016701,3388.98728,4371.391831,5191.066968,5891.436274,8062.095343,9837.14373,12062.51255,15787.1128,34558.1183
4,2628,52,323,99,1,2090,27,254,97,1,1663,17,200,70,1,1320,9,148,41,1,1130,6,130,28,1,995,5,101,19,1,868,4,81,16,0,759,3,62,15,0,651,1,49,10,0,529,1,34,7,0,367,0,21,1,0,98,0,1,0,0,2197,55,558,286,7,2197,55,558,286,7,2197,55,558,286,7,2197,55,558,286,7,2184,55,555,284,5,2138,52,549,280,5,2032,46,526,277,5,1913,40,495,270,5,1741,32,460,254,5,1506,23,406,235,4,862,3,248,180,2,403,1,140,114,1,128.7486058,131.7747702,21907.25546,56.3919198,68.6488834,81.398746,95.4902772,109.617248,125.0112312,148.371472,173.2450476,203.036484,56.3919198,68.6488834,81.398746,95.4902772,109.617248,125.0112312,148.371472,173.2450476,203.036484,88.08538171,102.4019768,122.2640035,148.2689277,165.1901055,181.5911758,215.7253689,239.7147014,299.2247812,3662.387326,4937.774877,6835.922369,10300.82212,12648.71938,15297.9006,22192.88498,27036.52477,40654.90354
3,1046,138,100,136,1,819,105,66,133,1,679,69,55,82,0,550,36,41,54,0,466,29,32,44,0,409,18,26,30,0,370,11,19,25,0,333,7,17,19,0,306,3,9,14,0,248,1,5,12,0,188,0,3,8,0,58,0,1,1,0,860,188,108,261,4,860,188,108,261,4,860,188,108,261,4,860,188,108,261,4,857,187,105,257,4,827,178,101,250,4,742,158,97,239,4,659,138,95,218,4,554,121,85,194,3,426,96,69,168,3,149,45,48,88,2,30,23,29,43,0,124.0114016,121.8590457,17993.37494,57.754394,74.005951,89.015015,101.7771,115.260437,129.003662,146.982849,166.202088,190.913558,57.754394,74.005951,89.015015,101.7771,115.260437,129.003662,146.982849,166.202088,190.913558,86.09264684,107.6125629,133.6075935,150.385348,166.480074,182.0895808,214.0282744,229.4308375,253.3169433,3585.825369,5516.154518,8573.140855,10595.59199,13099.63939,15934.66523,21696.24881,25221.81246,30214.14578
4,885,56,1325,960,0,321,17,534,877,0,236,13,369,594,0,181,9,256,352,0,142,8,186,241,0,114,7,146,181,0,93,5,110,131,0,81,5,77,95,0,71,4,50,66,0,51,2,30,38,0,30,1,11,22,0,6,0,0,4,0,342,20,388,2454,22,342,20,388,2454,22,342,20,388,2454,22,341,20,386,2453,21,337,20,380,2451,20,322,19,358,2428,18,285,18,318,2370,16,242,15,285,2295,16,207,14,239,2204,12,156,12,181,2031,10,61,9,91,1376,6,22,2,42,714,3,85.15754041,86.53887934,14649.07131,35.9229015,41.475784,45.925766,50.450607,55.5711675,62.115783,73.1760255,92.710594,153.982086,35.9229015,41.475784,45.925766,50.450607,55.5711675,62.115783,73.1760255,92.710594,153.982086,54.85542171,62.76597293,69.33796022,75.40854212,81.80418068,90.33796436,102.2349156,139.2881154,225.7414201,1392.591093,1875.467986,2276.547399,2709.266502,3160.028174,3867.212127,4892.132571,9165.135681,23755.754
4,2034,173,3848,1011,1,656,28,2259,943,1,509,15,1710,743,1,386,8,1208,503,1,320,5,932,399,1,268,3,764,307,1,235,2,599,239,0,206,2,469,196,0,174,2,341,150,0,128,1,229,108,0,84,1,122,57,0,18,0,9,7,0,606,33,2726,3646,56,606,33,2726,3646,56,606,33,2726,3646,56,605,33,2726,3637,55,598,32,2706,3619,53,565,29,2652,3564,51,485,26,2503,3444,47,420,25,2369,3284,45,337,19,2203,3095,36,241,16,1975,2800,27,66,6,1345,1827,8,12,4,883,977,5,110.8011647,111.557476,21527.45119,42.4446512,50.172424,56.7971732,64.0067504,72.323059,84.0823044,104.943648,137.6661192,222.8178958,42.4446512,50.172424,56.7971732,64.0067504,72.323059,84.0823044,104.943648,137.6661192,222.8178958,65.2394419,76.32677409,85.12244718,93.3607457,102.7875555,117.7578371,153.1339106,198.1795049,327.2222906,1993.1964,2747.575855,3408.701003,4121.874192,4926.541241,6378.662347,10818.75666,17714.49182,48433.55816
1,127,143,12,35,2,69,130,9,35,2,54,108,8,23,2,41,87,6,10,2,32,76,4,8,2,26,64,4,6,2,24,51,4,4,2,19,40,3,3,2,14,32,2,3,1,10,24,2,1,1,7,16,2,0,1,1,0,0,0,1,71,179,11,54,4,71,179,11,54,4,71,179,11,54,4,71,179,11,54,4,70,178,11,54,4,68,178,11,54,4,59,164,11,53,3,53,151,10,52,3,39,130,9,49,2,29,105,8,48,2,6,57,5,41,1,2,25,2,23,0,146.2482618,148.8433841,29470.23033,47.3849232,84.2037594,102.5511596,118.0742002,130.636658,146.6157224,162.5166626,186.3768158,215.9767208,47.3849232,84.2037594,102.5511596,118.0742002,130.636658,146.6157224,162.5166626,186.3768158,215.9767208,86.35709492,144.0276722,161.9323675,172.0414754,187.8557972,220.3516127,233.008982,253.7922841,306.6067372,3302.772384,9614.893563,11998.25503,13862.00001,15865.97407,22366.29613,26135.73775,29476.81644,44828.27674
1,2736,12,71,27,0,2566,8,60,27,0,2069,5,47,16,0,1664,2,34,6,0,1432,1,25,5,0,1262,0,23,2,0,1115,0,21,1,0,985,0,20,0,0,852,0,13,0,0,714,0,10,0,0,547,0,7,0,0,218,0,5,0,0,2623,14,133,72,4,2623,14,133,72,4,2623,14,133,72,4,2622,14,133,71,4,2621,14,132,71,3,2604,14,128,66,3,2522,12,125,62,3,2431,12,118,55,3,2285,9,108,52,3,2057,5,98,42,2,1302,3,72,25,2,580,3,51,9,1,113.4648034,116.3741571,15583.6827,66.1434025,77.198609,85.8818665,93.426789,102.0870305,110.686585,121.496994,137.436409,169.312439,66.1434025,77.198609,85.8818665,93.426789,102.0870305,110.686585,121.496994,137.436409,169.312439,100.6217847,112.6728523,129.9431799,139.1065052,148.7177914,161.7832349,174.5769121,201.4399449,238.1613714,4840.968054,6173.567647,8209.096889,9194.139426,10596.4636,12498.07533,14617.29978,18416.92648,27082.73032
4,3194,44,3130,989,1,1404,7,1534,981,1,1038,6,1100,774,1,758,3,794,553,1,605,0,577,415,0,503,0,445,342,0,430,0,348,277,0,350,0,257,218,0,280,0,175,169,0,229,0,123,114,0,142,0,60,62,0,33,0,4,5,0,1619,5,1474,4239,21,1619,5,1474,4239,21,1619,5,1474,4239,21,1618,5,1468,4236,21,1608,5,1456,4221,21,1578,5,1409,4163,21,1511,5,1273,4025,21,1444,5,1147,3891,21,1364,5,1027,3664,21,1233,4,858,3276,21,850,2,464,2097,15,498,0,251,1045,6,90.98280827,91.20974769,13517.97136,42.0728635,48.686633,54.3774287,60.3264646,67.483185,75.5653078,88.7691648,108.3396906,143.2949886,42.0728635,48.686633,54.3774287,60.3264646,67.483185,75.5653078,88.7691648,108.3396906,143.2949886,64.1204293,73.07102823,80.61847829,87.94481428,96.31506635,107.0187901,132.6859581,154.3327476,209.1271539,1962.316003,2550.057844,3108.915768,3701.218656,4415.821953,5469.48885,8397.812853,11245.88772,19387.03803
1,1882,324,2,2,3,1585,315,1,2,3,1295,258,1,1,2,1052,201,1,0,2,921,160,1,0,2,815,138,0,0,1,735,117,0,0,0,633,94,0,0,0,535,74,0,0,0,428,52,0,0,0,309,29,0,0,0,71,4,0,0,0,1636,547,4,9,17,1636,547,4,9,17,1636,547,4,9,17,1636,547,4,9,17,1633,546,3,9,17,1618,545,3,9,16,1509,489,3,9,13,1378,442,2,9,13,1243,387,1,7,11,1016,317,1,7,8,460,159,0,3,6,177,73,0,0,2,141.7176176,147.1811977,23582.15769,81.9872646,97.677759,108.1306764,118.996918,129.925232,142.2744382,156.72558,174.8153074,199.2931976,81.9872646,97.677759,108.1306764,118.996918,129.925232,142.2744382,156.72558,174.8153074,199.2931976,140.97407,155.2837098,167.9661813,177.238573,186.499624,206.2997728,222.9518548,240.0626176,278.2006492,9278.699476,11139.85065,12960.03363,14647.41836,16197.84622,19089.75907,23237.56775,26930.13882,35204.26082
3,1999,214,2300,939,2,620,42,1634,904,2,470,30,1340,678,2,348,13,1026,492,1,281,5,870,370,1,244,3,756,283,1,208,0,670,219,1,176,0,587,168,1,141,0,494,121,0,117,0,396,78,0,77,0,263,39,0,12,0,64,4,0,588,27,2643,2165,31,588,27,2643,2165,31,588,27,2643,2165,31,587,27,2642,2162,31,581,27,2631,2151,31,558,26,2606,2116,30,519,23,2562,2038,28,481,23,2498,1934,27,423,19,2435,1804,22,355,15,2322,1578,17,168,9,2044,902,7,56,2,1725,380,4,177.3237314,166.1765765,47791.12431,45.8915583,55.371887,64.469604,77.5678468,99.8392755,129.5593948,197.4237789,305.0496338,470.430441,45.8915583,55.371887,64.469604,77.5678468,99.8392755,129.5593948,197.4237789,305.0496338,470.430441,68.9039124,83.07724465,95.30618202,108.5267094,147.4002211,190.0187335,314.3979709,456.9640797,620.8250778,2266.283901,3294.905979,4303.592588,5530.475156,10261.36329,16685.73906,43330.59971,86568.43471,156862.3463
4,811,376,1600,2701,3,173,126,621,2582,3,133,80,437,2048,2,97,54,283,1520,2,85,38,211,1183,1,74,26,155,971,1,60,22,121,812,1,49,14,97,683,1,37,10,70,541,1,31,7,32,397,1,19,1,15,243,1,5,0,1,35,0,158,143,458,4650,82,158,143,458,4650,82,158,143,458,4648,82,158,143,458,4645,81,150,140,457,4627,81,140,136,446,4568,77,113,120,420,4424,72,97,111,391,4261,66,71,89,348,4053,59,49,74,282,3721,50,14,40,165,2593,31,2,19,97,1569,11,88.38586371,88.79031383,12290.72708,40.496887,47.507141,53.053955,58.538147,64.664551,72.909851,84.720215,108.542419,163.335327,40.496887,47.507141,53.053955,58.538147,64.664551,72.909851,84.720215,108.542419,163.335327,62.01161538,71.01707818,77.96156956,84.87102166,91.98849539,101.6421097,115.9419906,157.6296826,239.9205749,1813.77266,2394.075663,2912.865625,3423.082737,4022.812224,4870.907954,6239.092043,11478.74786,26597.13883
3,1418,290,130,51,0,924,260,98,49,0,736,188,71,32,0,551,125,55,19,0,469,101,36,17,0,390,73,30,11,0,346,56,25,9,0,293,42,19,8,0,243,31,15,7,0,190,20,10,4,0,138,7,5,3,0,35,0,0,0,0,913,594,184,194,4,913,594,184,194,4,913,594,184,194,4,911,594,184,193,4,902,592,181,192,4,859,583,172,190,4,742,544,166,182,3,627,517,156,172,3,505,473,142,165,2,342,407,121,144,2,80,228,75,90,0,13,119,46,53,0,133.3181319,134.5824999,21417.39628,62.909747,85.3080746,101.6886354,113.5570314,124.347748,136.0455446,149.0304444,167.4900754,191.49502,62.909747,85.3080746,101.6886354,113.5570314,124.347748,136.0455446,149.0304444,167.4900754,191.49502,99.68813258,142.9838048,160.4990234,170.5933339,179.5818088,191.622326,214.8468144,230.003153,256.0330054,4540.1315,9491.985381,11880.07863,13606.77631,15172.78142,16969.01911,21817.0075,24816.51515,30254.99769
4,1761,198,944,1904,1,893,50,402,1869,1,704,30,291,1438,1,535,17,218,1035,1,444,11,167,798,1,381,9,127,630,1,333,8,95,512,1,291,5,65,418,1,245,4,48,323,1,197,2,28,230,1,135,0,14,134,0,35,0,3,12,0,906,54,438,3400,10,906,54,438,3400,10,906,54,438,3400,10,906,54,438,3396,10,898,54,434,3387,9,874,54,428,3356,9,813,51,402,3289,9,736,44,381,3200,9,645,41,345,3094,7,525,31,313,2896,6,185,14,215,2068,6,53,9,164,1238,4,92.44230979,91.54092002,14538.26164,37.0015233,44.8378506,51.7453065,58.3602418,67.8985745,79.8481938,95.3040126,113.1243816,147.7808026,37.0015233,44.8378506,51.7453065,58.3602418,67.8985745,79.8481938,95.3040126,113.1243816,147.7808026,55.88445039,66.35754079,75.46448489,84.62406161,96.20268334,111.7984263,141.6056869,163.3127483,210.9457008,1465.786797,2105.911546,2729.848192,3429.570051,4391.200447,5955.724893,9569.614756,12587.23554,20590.32126
