class_i,ASCUS_c_09,LSIL_c_09,ASCH_c_09,HSIL_c_09,SCC_c_09,ASCUS_c_099,LSIL_c_099,ASCH_c_099,HSIL_c_099,SCC_c_099,ASCUS_c_0999,LSIL_c_0999,ASCH_c_0999,HSIL_c_0999,SCC_c_0999,ASCUS_c_09999,LSIL_c_09999,ASCH_c_09999,HSIL_c_09999,SCC_c_09999,ASCUS_c_099999,LSIL_c_099999,ASCH_c_099999,HSIL_c_099999,SCC_c_099999,d_05
2,464,1731,1,62,3,326,1412,0,54,3,217,1160,0,46,1,130,915,0,39,1,72,743,0,31,1,261.7578352
2,204,461,0,164,12,80,289,0,145,11,24,183,0,122,9,9,109,0,106,6,2,71,0,80,6,212.3760874
2,10,1597,0,11,8,2,1387,0,5,6,0,1153,0,3,5,0,943,0,1,4,0,746,0,1,2,300.1128116
2,95,1436,1,251,49,34,1188,0,208,35,16,974,0,152,26,3,758,0,91,16,1,600,0,60,9,181.1723239
2,19,654,0,183,74,2,517,0,151,47,1,379,0,105,34,0,277,0,61,26,0,211,0,29,21,205.4002049
2,260,3597,6,813,3,69,2189,1,704,2,13,1257,1,509,0,1,715,0,315,0,0,444,0,139,0,174.7333899
2,504,2132,2,127,62,235,1286,0,103,46,103,739,0,73,33,57,442,0,32,20,19,296,0,17,10,175.0752868
2,291,460,3,69,26,171,330,1,53,17,101,242,1,40,11,53,179,1,32,8,27,142,0,23,7,242.0554991
2,433,1058,0,47,2,192,715,0,41,2,60,479,0,29,2,18,344,0,20,0,4,277,0,12,0,176.8522517
2,147,144,16,28,3,101,90,12,20,2,64,52,9,13,1,33,31,3,13,0,13,21,3,10,0,185.6130611
2,163,226,1,234,1,105,165,1,200,0,48,128,0,159,0,23,99,0,133,0,12,83,0,97,0,146.3096958
2,208,1416,0,100,4,81,987,0,80,2,21,671,0,53,1,7,490,0,33,1,3,373,0,15,0,181.6634477
2,36,659,1,34,4,12,507,1,22,3,6,406,1,13,3,2,319,0,6,3,0,253,0,3,1,184.2341685
2,425,2373,0,7,5,228,2022,0,6,5,113,1732,0,3,3,34,1472,0,2,0,13,1267,0,1,0,248.5398378
2,163,3249,1,5,3,77,2869,0,4,1,24,2532,0,4,0,3,2280,0,3,0,1,2066,0,3,0,246.384471
2,38,370,5,985,2,9,215,0,853,2,2,111,0,627,2,0,57,0,388,1,0,33,0,232,0,150.6604339
2,29,3501,0,126,26,10,3171,0,84,16,4,2771,0,50,11,0,2319,0,19,6,0,1964,0,8,3,192.0930696
2,51,2399,1,162,32,22,1947,1,130,22,11,1479,0,90,14,5,1056,0,54,6,4,777,0,27,1,182.4749294
2,44,4330,1,539,45,13,3765,1,404,25,5,3073,0,243,9,0,2370,0,125,4,0,1775,0,73,2,156.5585167
2,179,1754,1,16,3,47,1098,0,10,1,16,667,0,8,0,5,434,0,3,0,2,306,0,1,0,185.8945686
2,92,1077,0,44,12,34,822,0,30,10,14,592,0,22,5,3,414,0,13,2,0,313,0,6,2,214.5757752
2,121,1568,1,40,5,43,982,0,24,3,14,608,0,11,2,3,364,0,4,2,0,229,0,0,2,177.414457
2,48,733,22,144,7,14,533,11,92,5,6,358,6,53,3,1,227,2,27,0,1,148,1,11,0,217.4998201
2,207,749,8,3310,57,113,439,6,2611,29,63,248,2,1843,16,34,130,0,1104,9,14,79,0,546,3,103.3638127
2,160,502,3,862,2,81,358,1,777,2,35,247,0,672,1,13,177,0,498,1,6,139,0,382,0,153.5745755
2,111,1130,4,390,4,35,819,1,345,2,14,545,0,275,2,2,344,0,196,2,0,250,0,114,1,219.2783348
2,433,415,4,90,11,177,238,1,54,7,55,128,0,22,3,22,61,0,9,1,5,30,0,2,0,191.6813921
2,299,908,2,271,4,101,428,2,204,3,38,221,1,113,1,9,117,0,51,0,3,71,0,10,0,178.2889131
2,53,629,6,399,28,16,385,0,292,20,6,231,0,184,19,1,148,0,84,14,1,109,0,33,10,170.6248122
2,42,258,10,576,2,15,177,4,414,2,4,118,3,252,1,0,85,2,154,1,0,55,2,65,0,183.9239818
2,509,273,7,259,7,284,142,4,209,4,130,62,2,146,2,55,30,2,89,1,14,15,1,55,1,168.0983644
2,33,1809,3,118,45,17,1607,3,89,32,6,1426,0,61,20,2,1258,0,40,16,0,1126,0,26,10,213.2526858
2,38,1246,0,18,7,12,964,0,13,5,4,694,0,6,3,2,494,0,1,2,0,358,0,0,2,211.3426485
2,22,530,1,13,11,9,397,1,8,8,4,287,0,5,6,1,191,0,4,6,1,139,0,2,6,222.4373718
2,65,2013,0,57,38,20,1451,0,42,23,9,949,0,30,14,2,598,0,19,9,0,390,0,14,6,168.5125475
2,53,1415,7,54,23,20,941,2,27,17,8,612,1,12,10,1,396,0,5,8,0,252,0,0,5,177.9151518
2,43,114,37,375,11,15,56,10,236,7,5,24,1,113,4,0,11,0,49,1,0,10,0,20,1,147.5659982
2,61,1197,11,162,18,30,1012,5,112,10,13,833,2,71,8,5,691,1,36,6,1,587,0,24,3,184.2588081
2,72,516,19,42,42,37,345,7,18,33,13,221,3,7,20,5,154,1,4,16,1,109,0,0,12,178.4574684
2,111,1110,0,91,9,41,810,0,67,5,12,560,0,47,4,6,391,0,31,1,4,300,0,20,1,204.5640415
2,19,2130,0,13,5,8,1976,0,12,4,3,1839,0,9,3,1,1738,0,5,3,0,1647,0,3,2,311.9237791
2,157,617,2,43,12,56,351,0,32,9,20,195,0,22,8,4,111,0,19,5,3,71,0,16,5,182.0535002
2,27,1670,26,158,63,12,1550,12,97,49,6,1406,6,66,35,1,1203,2,40,19,0,1005,1,29,8,237.5955676
2,180,423,0,152,9,116,303,0,130,9,54,221,0,110,7,30,151,0,99,2,15,103,0,88,2,148.408972
2,46,842,0,88,19,19,716,0,56,16,6,580,0,40,8,1,453,0,25,6,1,370,0,18,5,233.9916775
2,55,804,1,32,7,17,663,1,20,7,6,547,1,12,5,1,442,0,8,3,0,385,0,3,1,260.0184649
2,153,1071,15,415,30,68,734,5,296,22,29,487,2,171,15,17,315,0,85,8,8,218,0,58,6,170.9746942
2,88,740,4,139,19,36,505,1,75,15,12,350,0,42,9,3,224,0,19,3,2,146,0,8,2,166.4152131
2,277,703,26,3254,8,116,374,9,2688,4,53,217,0,1991,3,27,132,0,1276,2,11,87,0,726,1,156.4876557
2,56,314,0,1186,21,16,203,0,1081,15,6,123,0,926,8,2,71,0,717,6,1,41,0,566,2,135.8115368
2,191,586,0,10,1,96,446,0,9,0,48,323,0,8,0,19,251,0,5,0,7,208,0,2,0,228.5310743
2,153,2599,0,685,6,48,1710,0,576,4,13,1108,0,419,1,3,729,0,228,1,1,500,0,124,1,172.3396613
2,353,707,0,123,13,148,385,0,98,12,51,210,0,70,10,19,109,0,50,7,3,59,0,34,4,182.3879844
2,71,764,0,309,0,24,532,0,258,0,6,360,0,181,0,2,258,0,125,0,0,185,0,83,0,183.9966286
2,27,348,0,37,3,10,254,0,28,3,5,176,0,20,3,1,129,0,12,3,0,90,0,10,2,188.0726389
2,110,1908,2,394,28,45,1581,2,302,22,16,1249,1,201,15,7,998,0,126,9,4,812,0,76,6,162.5543307
2,135,1514,9,123,5,71,1324,3,87,4,33,1101,1,68,3,12,884,0,49,3,4,672,0,33,0,160.7686379
2,23,389,9,13,25,12,307,3,6,18,1,232,1,4,12,1,178,0,1,8,1,138,0,0,3,227.0023981
2,737,631,0,214,11,388,364,0,189,9,180,210,0,150,7,57,126,0,119,7,14,83,0,86,2,221.5482572
2,344,486,10,57,80,201,345,4,42,55,120,257,2,32,39,65,203,1,17,28,31,165,1,11,17,221.7220094
2,371,100,2,153,3,207,62,1,118,1,88,34,1,84,1,36,26,0,49,1,4,19,0,34,1,167.8146725
2,704,680,0,112,18,367,326,0,65,15,166,168,0,26,9,60,93,0,15,5,23,60,0,8,1,173.9237806
2,415,1183,6,106,67,234,859,3,75,55,139,616,2,48,40,81,418,1,33,32,34,307,1,23,24,167.9763324
2,2,157,0,5,0,2,101,0,2,0,0,64,0,0,0,0,41,0,0,0,0,23,0,0,0,774.4251219
2,12,288,12,498,24,5,200,6,395,15,0,129,2,277,5,0,86,1,196,3,0,62,0,141,1,167.6903718
2,45,5013,0,38,36,17,4419,0,22,31,3,3673,0,16,29,1,2864,0,10,27,1,2114,0,7,15,174.3314962
2,153,975,0,5,18,45,654,0,4,15,15,374,0,1,12,5,213,0,1,8,1,142,0,0,6,192.3462518
3,75,179,234,1039,16,33,123,95,731,10,17,74,35,467,6,10,43,11,281,5,3,31,5,187,3,173.54235300707654
3,68,388,73,628,46,35,261,29,407,36,9,138,12,226,28,2,70,3,114,17,2,41,0,77,14,115.18480710246348
3,122,660,162,265,1,41,447,106,168,1,16,266,56,84,1,4,147,29,34,1,0,76,15,15,1,182.77212159882177
3,77,24,112,2329,16,28,9,62,1727,10,7,2,32,1142,7,0,0,8,737,7,0,0,1,476,7,116.28025022604058
3,588,220,2,18,13,433,139,2,9,5,281,101,2,8,3,151,65,0,5,2,69,47,0,4,2,167.80745580978282
3,109,66,178,63,3,56,41,76,46,2,25,28,28,38,2,11,14,13,25,2,4,12,3,17,1,229.72116844541014
3,562,153,586,144,4,376,84,535,82,3,200,54,491,50,2,97,27,450,37,2,47,18,414,29,2,154.93765873395506
3,37,165,153,57,13,23,104,107,38,8,9,70,70,23,4,4,42,43,12,4,0,32,28,7,1,284.53004203259843
3,322,41,4,976,4,178,12,1,595,3,85,2,1,336,2,35,0,1,160,2,9,0,0,86,0,171.43358771543242
3,14,36,7,18,18,9,21,5,13,12,4,17,4,11,8,2,12,3,7,4,0,6,0,4,2,460.5489436244063
3,218,144,18,52,33,116,64,5,20,24,64,24,1,3,18,36,10,1,1,14,11,6,0,0,10,155.2314227469303
3,11,8,217,139,9,6,2,159,71,7,3,1,109,33,6,1,0,69,12,4,1,0,30,5,3,267.8361443128364
3,1329,187,6,290,61,1014,133,5,199,51,728,84,4,142,34,465,49,2,103,21,307,34,0,80,17,128.52695643490537
3,315,85,1,195,13,199,36,1,118,8,113,20,0,73,6,56,10,0,44,5,19,6,0,22,2,170.97919105544315
3,164,44,9,41,5,107,25,6,27,4,65,13,1,11,3,41,5,1,2,1,29,2,0,0,0,161.02685991687815
3,130,52,118,397,33,79,28,55,271,24,38,20,22,179,14,21,9,13,113,9,8,6,3,65,4,217.7274968643076
3,120,407,4,285,1,58,260,1,248,1,26,174,1,200,0,7,102,1,150,0,3,75,0,113,0,236.92369343493803
3,35,10,1,26,0,18,6,0,14,0,8,5,0,7,0,1,3,0,2,0,0,3,0,2,0,182.86262268490017
3,182,35,15,48,2,103,17,9,27,1,57,6,1,12,1,21,1,0,9,1,6,0,0,5,0,196.17508686821986
3,1352,5,415,81,7,849,2,305,40,2,445,1,210,10,2,207,1,149,2,2,74,1,99,1,1,152.45038785145096
3,480,97,0,1151,7,294,60,0,1106,6,152,35,0,1027,5,60,19,0,927,4,22,13,0,798,1,133.37470195668377
3,731,30,70,52,1,405,12,46,27,0,177,4,34,11,0,72,1,17,5,0,25,0,8,4,0,183.14568145653618
3,2819,16,305,124,2,2093,8,247,98,1,1279,4,193,67,1,660,3,148,30,1,291,2,108,8,1,145.1979524155036
3,1591,1,103,38,0,967,0,78,21,0,474,0,59,9,0,167,0,34,4,0,49,0,19,3,0,176.72427940553794
3,1828,10,73,57,1,1272,3,44,37,1,757,1,26,21,0,358,0,12,14,0,133,0,6,9,0,174.95872584896722
3,22,3,457,29,12,12,2,331,21,7,7,2,223,12,3,5,1,143,8,2,0,0,83,5,2,499.9896743753304
3,864,2,227,92,9,535,2,141,38,6,251,2,85,21,1,72,0,52,6,1,11,0,26,2,0,143.9639736692063
3,528,27,185,21,2,217,16,121,15,1,78,10,81,10,1,24,5,45,5,0,4,3,25,2,0,166.52825490452813
3,823,3,1904,134,18,586,3,1528,73,9,361,1,1135,33,7,198,0,795,17,2,81,0,523,9,2,153.3721061471518
3,803,9,236,80,2,453,5,173,40,1,185,4,112,18,1,64,3,54,12,1,14,2,34,6,0,144.5840419099926
3,368,4,2710,58,1,243,2,2201,31,1,137,1,1715,8,1,69,0,1296,3,1,28,0,918,3,1,334.8774770541096
3,756,1,1886,635,10,582,0,1304,410,5,397,0,812,225,4,190,0,465,110,2,64,0,264,34,1,140.64843515207858
3,4229,0,491,31,9,3535,0,363,16,2,2667,0,230,9,1,1614,0,153,6,0,810,0,95,2,0,136.35757534218095
3,1431,48,22,20,12,950,18,10,10,8,535,7,5,5,5,228,3,1,4,3,94,2,1,2,2,143.14126745662756
3,488,11,714,458,0,343,7,487,332,0,208,1,310,211,0,107,1,177,120,0,49,0,100,60,0,145.81132738925655
3,588,5,87,23,4,380,2,58,11,3,203,2,41,5,2,89,2,19,4,1,36,0,10,3,0,165.36187686513742
3,1057,15,148,53,1,688,9,86,23,1,356,6,42,7,0,133,2,25,2,0,37,0,8,0,0,128.16612057519944
3,709,27,11,9,0,417,16,9,4,0,219,7,6,3,0,97,6,3,2,0,29,4,1,1,0,217.80610801526092
3,561,6,36,3,2,302,4,17,3,1,113,3,9,0,0,43,1,2,0,0,12,1,0,0,0,165.2664021806097
3,632,1,1662,73,2,438,1,1188,33,2,276,0,819,14,1,148,0,525,8,0,61,0,336,3,0,202.57823606925044
3,129,0,54,9244,0,107,0,42,8406,0,72,0,30,7126,0,33,0,21,5716,0,10,0,13,4711,0,86.92463275760521
3,1307,8,298,229,0,704,3,206,183,0,303,1,142,151,0,104,1,98,125,0,32,0,61,106,0,132.04901659999783
3,85,1,497,18,1,50,0,370,9,0,23,0,263,5,0,9,0,175,2,0,3,0,108,2,0,297.64553424928357
3,981,18,307,164,34,772,10,205,76,30,507,5,111,25,22,274,5,67,9,12,116,3,43,3,3,155.5203034418372
3,7237,8,20,19,4,6627,7,16,10,2,5580,5,9,7,1,4088,3,5,6,1,2522,1,3,4,1,156.25822545140275
3,2649,12,515,94,8,2135,4,366,60,8,1509,1,251,34,4,841,1,169,14,2,360,0,114,9,1,134.88041852385857
3,1557,2,129,16,4,1070,1,86,14,2,579,0,54,3,1,268,0,33,2,0,88,0,21,2,0,136.1150473135737
3,2361,8,27,51,1,1812,7,11,41,1,1085,5,8,26,0,501,4,2,20,0,182,4,0,13,0,156.8602370952217
3,644,3,114,50,3,423,3,64,26,1,205,2,42,12,0,64,0,22,6,0,21,0,10,4,0,150.4736857943688
3,734,3,39,1,0,455,0,31,1,0,196,0,22,1,0,72,0,13,0,0,8,0,9,0,0,147.75845505373658
3,523,17,111,15,0,302,8,79,9,0,147,4,52,6,0,58,2,37,4,0,26,1,32,3,0,172.4884947292837
3,73,2,908,25,4,46,2,734,13,2,27,1,561,6,2,11,1,407,4,0,5,1,273,3,0,284.5155834212993
3,1796,5,109,26,2,1355,3,82,14,2,864,0,67,5,1,471,0,43,3,0,204,0,36,0,0,145.33514666990578
3,659,3,1926,45,5,476,0,1601,22,2,306,0,1266,11,1,171,0,958,4,0,69,0,716,2,0,160.47755389968754
3,910,22,124,23,4,566,18,96,14,3,294,11,65,9,3,110,9,39,4,3,28,6,23,2,2,153.74914334674844
4,18,13,5,13391,139,11,6,5,12419,87,7,3,5,11203,57,3,2,3,9887,36,2,2,3,8745,22,84.49213824497548
4,31,13,2,1696,22,20,8,0,1479,16,8,7,0,1265,12,5,5,0,1055,10,2,4,0,875,9,279.56716469663405
4,11,102,0,217,6,3,67,0,179,6,1,43,0,131,5,0,26,0,100,4,0,17,0,72,3,212.9026897679492
4,326,616,6,1089,6,136,424,3,933,4,41,272,2,761,3,8,184,0,582,2,1,133,0,444,0,191.88245221149276
4,62,40,421,7461,21,29,19,289,6694,16,6,11,170,5669,11,2,5,104,4471,8,0,3,53,3383,6,176.31327697781728
4,105,53,2,6067,210,63,34,1,5543,147,23,20,0,4754,92,15,8,0,3878,55,6,4,0,3147,24,84.3685069516711
4,49,66,13,5300,13,23,35,7,4802,9,11,26,2,4227,7,1,14,0,3525,3,0,12,0,2823,2,224.58247968822445
4,36,78,59,5253,15,22,51,39,4944,11,14,27,28,4531,9,5,17,14,4022,4,4,13,8,3403,4,158.62169319864827
4,168,86,0,3419,34,103,57,0,3144,30,68,37,0,2775,25,50,24,0,2315,16,39,20,0,1827,11,103.91281169940089
4,185,43,18,5480,49,111,23,10,5005,39,66,13,1,4378,34,28,10,0,3643,24,4,6,0,2957,17,158.14768878013734
4,12,30,28,11325,74,5,26,13,10339,46,4,21,9,9129,28,2,18,3,7830,18,0,18,2,6628,13,168.13663524025387
4,123,208,0,1819,27,52,110,0,1565,18,15,61,0,1287,12,6,28,0,1041,5,2,13,0,854,5,142.17762504004128
4,212,220,1,457,233,119,125,1,387,172,53,69,1,316,118,13,33,0,252,82,4,16,0,201,55,196.32450544209308
4,89,236,7,5849,50,49,181,6,5550,31,29,143,4,5096,26,15,108,4,4578,16,4,74,2,3978,8,98.83604707962054
4,40,168,11,1036,19,16,98,5,845,14,3,50,1,661,9,1,32,0,480,6,0,19,0,326,4,170.37130107270542
4,2,16,4,4114,62,1,13,3,3137,41,0,9,2,2032,23,0,8,1,1188,14,0,7,0,666,9,110.90435577576258
4,21,497,1,1433,59,11,428,1,1261,50,4,343,0,1056,38,3,261,0,868,34,1,200,0,686,24,158.9258439543968
4,66,260,0,3227,611,32,179,0,2623,467,12,120,0,1956,307,6,78,0,1355,200,2,45,0,985,103,90.71304387751286
4,168,565,0,1196,18,119,434,0,997,12,68,318,0,778,10,36,229,0,607,6,17,167,0,452,1,225.95353409456317
4,49,691,0,3742,188,13,504,0,3282,151,3,322,0,2757,100,1,176,0,2238,65,0,90,0,1895,33,95.64306009637764
4,278,458,87,4770,107,144,269,48,4129,81,67,152,22,3245,58,28,73,10,2363,44,8,43,5,1573,25,141.08147124695546
4,359,88,1,1243,14,282,66,0,1136,10,202,51,0,1027,7,123,32,0,898,4,68,24,0,771,3,184.9564986055116
4,93,132,0,1373,137,51,68,0,1043,92,21,41,0,738,63,5,25,0,490,44,0,16,0,330,25,138.9553962299844
4,27,680,0,740,67,11,532,0,646,55,4,383,0,516,43,2,284,0,396,26,0,199,0,302,18,145.71935834175554
4,15,23,10,567,4,10,14,4,496,4,8,7,2,399,3,3,5,2,295,1,1,4,2,212,1,259.2299813884075
4,53,343,2,4017,13,20,218,1,3613,9,6,141,0,3153,5,0,80,0,2573,5,0,48,0,2060,2,168.7079388966039
4,177,291,24,2590,82,159,237,15,2439,72,147,194,9,2205,60,133,161,5,1959,47,116,145,3,1709,36,300.6759762420042
4,73,14,0,8368,17,39,6,0,7275,11,18,3,0,6013,4,5,2,0,4751,1,1,2,0,3816,0,105.03952038516908
4,4,43,0,273,51,2,27,0,203,40,0,21,0,148,33,0,15,0,105,29,0,8,0,65,19,218.42110632555344
4,37,138,6,1504,4,23,120,2,1276,4,12,94,0,1019,3,6,70,0,773,2,1,47,0,548,1,222.7563263432145
4,56,380,5,1661,40,23,287,5,1535,30,9,205,4,1367,19,4,154,2,1184,16,2,129,1,965,9,156.4927312475197
4,179,286,6,1033,68,110,188,1,867,50,66,141,0,694,37,35,98,0,503,24,23,71,0,391,13,173.79318706608032
4,53,26,0,131,7,36,14,0,111,5,20,9,0,89,4,6,6,0,72,2,2,5,0,54,0,180.11020707243904
4,23,627,1,1417,258,8,558,0,1074,220,3,471,0,744,178,1,375,0,464,143,1,307,0,341,114,106.31924144363998
4,3,50,0,4874,363,2,33,0,3657,262,1,25,0,2407,191,0,15,0,1465,121,0,10,0,902,69,87.33402532110036
4,218,240,3,4703,169,109,147,1,4030,130,50,74,1,3144,97,15,36,0,2265,59,6,25,0,1628,34,96.53493169936405
4,25,33,1,4567,26,14,25,1,4344,14,11,19,0,4044,11,4,11,0,3699,10,3,8,0,3337,9,175.2764066776972
4,9,14,5,9168,40,2,8,3,8314,26,2,5,0,7270,16,0,5,0,6048,5,0,5,0,5042,3,158.9976413078402
4,59,503,82,1736,35,38,415,50,1409,27,23,341,33,1080,20,13,286,22,810,12,6,248,13,596,8,166.9200182620321
4,13,153,3,1422,27,5,109,3,1293,22,2,70,2,1150,18,0,46,1,1005,15,0,31,0,868,10,172.97445563888152
4,235,320,0,183,39,107,166,0,139,26,46,77,0,105,20,12,35,0,78,11,4,21,0,58,5,181.92687531615948
4,9,10,1,8698,9,4,3,1,8272,5,1,1,0,7690,3,0,0,0,6940,2,0,0,0,6190,1,104.98361795823047
4,10,182,2,14573,89,1,141,1,14002,55,1,106,1,13158,34,0,79,1,12185,18,0,49,1,11218,9,113.21874194809988
4,77,359,0,1079,14,21,272,0,1014,7,3,207,0,902,5,0,162,0,759,2,0,130,0,661,1,156.76987632775834
4,18,46,2,5340,3,6,28,1,5068,0,1,20,1,4716,0,1,8,1,4173,0,0,5,1,3547,0,96.48366297743405
4,18,36,2,8902,132,12,26,1,8566,108,9,18,1,8038,80,7,15,1,7184,59,3,14,0,6219,37,180.3191549053401
4,142,91,0,5605,31,85,64,0,4863,24,36,38,0,4068,19,21,17,0,3328,16,5,12,0,2789,11,109.95945905554422
4,160,217,0,1294,61,59,129,0,1038,51,17,73,0,802,35,6,34,0,585,27,2,22,0,446,17,169.6396570472456
4,396,180,5,2523,62,262,121,2,2002,47,139,76,1,1400,35,62,52,0,958,22,23,38,0,652,12,93.33161224661228
4,64,277,7,2430,16,28,194,3,2241,14,9,136,2,2042,8,2,86,0,1799,4,2,59,0,1574,3,612.9044039264957
4,37,56,0,7712,53,17,37,0,7306,41,8,32,0,6817,32,3,24,0,6182,24,0,18,0,5585,14,182.5879452699615
4,33,32,0,7414,581,13,20,0,6834,414,8,13,0,6273,278,4,9,0,5712,189,0,9,0,5276,117,112.54380631189483
4,71,104,2,2831,19,49,72,0,2620,14,25,43,0,2334,10,10,24,0,2010,5,4,8,0,1697,4,170.32186177037107
4,105,311,0,681,35,53,224,0,621,27,20,153,0,541,19,12,103,0,470,13,5,78,0,415,8,172.99583788514195
4,38,83,0,833,55,22,54,0,744,48,10,28,0,646,41,4,16,0,531,30,2,11,0,429,20,161.82000850598456
4,40,180,21,1245,38,24,146,8,1019,30,12,125,5,818,20,4,103,2,600,17,2,89,0,428,13,230.90300566980497
4,384,231,4,4906,155,304,176,2,4383,122,232,119,2,3855,91,153,82,1,3342,61,92,53,1,2885,49,122.9836240825109
4,10,45,4,1753,12,7,18,2,1541,6,4,12,0,1284,3,0,7,0,990,1,0,6,0,738,1,215.64646118630696
4,79,216,0,1041,14,34,130,0,957,9,13,60,0,847,8,4,31,0,710,5,1,15,0,591,3,148.65683403111285
4,10,177,0,1380,26,3,127,0,1245,21,2,89,0,1047,13,0,65,0,845,10,0,48,0,663,6,158.51998914796746
4,37,394,0,7783,379,18,278,0,6837,290,7,180,0,5714,209,0,107,0,4731,142,0,64,0,4026,80,88.41220007547115
4,73,203,3,5755,78,34,116,0,5403,61,10,65,0,4939,45,3,37,0,4301,32,0,26,0,3692,18,109.52871865157306
4,167,530,0,3329,12,91,411,0,3224,7,41,323,0,3071,6,16,250,0,2877,2,10,188,0,2665,0,166.36120688742173
4,1,84,0,5895,97,1,59,0,5399,57,0,39,0,4726,36,0,27,0,3907,23,0,18,0,3169,14,98.92963965112891
4,92,966,0,1158,3,44,752,0,1045,3,12,544,0,882,3,4,408,0,691,2,1,294,0,538,2,165.41514888891328
4,76,140,0,9193,4,29,83,0,8870,3,11,51,0,8408,2,2,29,0,7722,1,1,19,0,6975,1,95.69479203258513
4,14,45,0,428,87,5,33,0,361,71,1,25,0,296,65,1,18,0,251,63,1,13,0,204,55,249.9741263766253
4,49,183,1,16168,542,26,141,1,15384,438,17,109,0,14318,328,10,69,0,13140,233,3,44,0,11862,157,115.29516750436433
4,358,346,13,3357,32,163,239,5,2749,26,50,166,1,2105,19,14,102,0,1474,15,1,81,0,980,11,111.97026687726633
4,10,423,0,1128,10,4,361,0,1056,7,0,297,0,948,7,0,227,0,818,5,0,188,0,688,4,154.21722487744347
4,61,150,0,4547,6,20,87,0,4285,4,9,42,0,3792,2,0,23,0,3138,2,0,16,0,2468,2,87.00626722619631
4,41,227,0,357,12,29,178,0,328,9,12,133,0,304,8,8,95,0,266,7,3,70,0,220,5,165.7479768032189
4,167,157,0,197,36,114,83,0,182,28,86,56,0,169,21,67,35,0,154,16,43,25,0,142,7,658.1850923566168
4,50,54,0,36631,132,28,36,0,35599,97,9,22,0,34487,71,3,14,0,33393,39,0,7,0,32440,25,80.18123460636107
4,111,170,0,7239,109,69,116,0,6650,85,40,77,0,5903,54,22,43,0,5018,33,11,25,0,4270,19,87.38894920958309
4,12,145,0,1424,27,4,85,0,1332,18,1,65,0,1176,12,0,45,0,1007,11,0,26,0,835,7,96.18078933328863
4,25,70,4,4605,25,9,44,0,4114,22,3,32,0,3541,17,0,19,0,2858,13,0,14,0,2099,8,107.19401706570889
4,220,660,0,12109,85,96,464,0,11161,64,34,303,0,9785,38,11,183,0,7896,21,4,134,0,6052,11,98.23675076101172
4,35,165,15,855,14,18,112,9,731,11,10,79,4,574,10,7,55,4,449,8,1,36,4,350,7,163.92771147517294
4,144,121,0,4400,20,97,82,0,4128,13,52,48,0,3725,9,18,30,0,3211,7,7,22,0,2746,3,88.87633843307687
4,4,60,0,17651,22,1,45,0,17177,15,0,38,0,16410,11,0,28,0,15307,10,0,22,0,14058,7,77.60143596292787
4,16,671,0,1187,22,3,492,0,1068,16,0,346,0,918,12,0,235,0,795,7,0,165,0,686,2,149.49289060820746
4,5,17,0,4645,80,4,14,0,2736,48,3,12,0,1424,27,2,8,0,802,18,0,6,0,531,12,68.93923703758603
4,92,758,0,1435,31,31,519,0,1297,23,4,358,0,1164,18,1,225,0,996,10,0,161,0,883,3,154.11882003827589
4,10,161,0,12443,175,6,124,0,11797,148,1,81,0,10909,124,0,45,0,9778,94,0,26,0,8652,64,86.73241818750644
4,13,143,0,7068,61,9,98,0,6511,41,3,71,0,5865,26,0,47,0,5158,20,0,34,0,4545,14,91.24645510762036
4,41,694,0,8337,52,19,507,0,7658,43,4,377,0,6753,34,1,280,0,5796,23,0,203,0,5039,16,89.39704784833309
4,18,274,0,11457,92,4,196,0,10789,68,0,129,0,9916,45,0,86,0,9004,31,0,55,0,8295,21,87.59823232426798
4,8,843,0,2702,31,1,707,0,2415,23,0,572,0,2079,10,0,471,0,1745,8,0,375,0,1474,6,177.0816104515295
4,8,42,0,6621,82,4,25,0,5915,53,2,16,0,5155,25,0,5,0,4442,10,0,4,0,3870,6,86.85267176826953
4,4,1176,0,3717,34,3,976,0,2764,17,2,768,0,1830,11,0,581,0,1128,8,0,441,0,732,3,103.9442071934587
4,38,55,0,24173,680,28,36,0,22301,519,18,28,0,19405,377,10,20,0,15966,248,5,17,0,13303,148,82.18710948470518
4,98,327,1,3078,25,32,201,1,2854,16,13,101,0,2493,9,4,53,0,2080,7,1,28,0,1689,5,167.1800443782979
4,488,249,5,520,96,243,139,4,431,66,100,64,1,316,40,37,31,0,221,26,14,19,0,143,11,153.7882036852339
4,771,891,3,4444,59,358,492,2,3863,38,163,243,1,3207,14,65,129,0,2485,9,29,62,0,1958,5,138.4753928900813
4,129,277,4,10753,86,73,166,0,9972,58,30,97,0,8731,39,13,48,0,7113,20,4,22,0,5618,11,84.03785697071677
4,89,75,17,3361,19,40,28,8,2813,13,20,13,5,2167,9,7,10,3,1487,7,3,4,0,948,7,105.57761233467167
4,342,100,17,338,10,187,48,7,255,7,89,27,1,174,5,42,17,0,117,4,14,9,0,84,1,172.10077050283485
4,81,144,0,88,8,36,92,0,76,8,12,58,0,63,5,5,26,0,49,3,1,18,0,38,1,178.7527515216275
4,86,243,3,837,13,54,138,2,751,10,19,80,0,662,7,4,45,0,530,5,2,21,0,407,2,259.92858919037076
4,333,429,10,462,37,143,223,4,293,26,51,121,2,159,19,16,72,1,75,14,3,36,1,38,8,148.6306411216867
