class_i,ASCUS_s,LSIL_s,ASCH_s,HSIL_s,SCC_s,ASCUS_c,LSIL_c,ASCH_c,HSIL_c,SCC_c,ASCUS_c_09,LSIL_c_09,ASCH_c_09,HSIL_c_09,SCC_c_09,ASCUS_c_099,LSIL_c_099,ASCH_c_099,HSIL_c_099,SCC_c_099,ASCUS_c_0999,LSIL_c_0999,ASCH_c_0999,HSIL_c_0999,SCC_c_0999,w_mean,h_mean,v_mean,w_01,w_02,w_03,w_04,w_05,w_06,w_07,w_08,w_09,h_01,h_02,h_03,h_04,h_05,h_06,h_07,h_08,h_09,d_01,d_02,d_03,d_04,d_05,d_06,d_07,d_08,d_09,v_01,v_02,v_03,v_04,v_05,v_06,v_07,v_08,v_09
3,1070,29,72,47,0,999,37,61,120,1,702,24,37,109,1,381,9,19,85,0,172,6,10,66,0,144.7379995270936,141.36407723316913,25805.96694008439,70.24844959999999,87.43311779999999,102.39572720000001,117.5218934,132.44479349999997,147.0818178,161.38685899999996,176.158231,201.86536670000007,70.24844959999999,87.43311779999999,102.39572720000001,117.5218934,132.44479349999997,147.0818178,161.38685899999996,176.158231,201.86536670000007,104.80496913849196,139.13051931030685,159.30297762776306,172.79660012101647,187.13358154906763,210.46427194283848,223.59477260406408,239.33802889865936,277.7075322434984,5258.118056830253,9218.259216601065,11626.31775742261,13766.608474365803,16078.397479253357,21182.38700705615,23910.350533332094,27082.53374350099,35286.56644046711
3,585,42,72,130,4,500,45,39,233,16,342,23,20,180,12,184,10,9,114,7,77,7,2,54,3,127.19588126290516,125.63184569627852,23460.864359975647,56.51402559999995,68.0067636,80.27103300000002,93.31560059999998,105.51455700000002,114.67452320000001,128.9691956,155.65606660000003,194.9599972000002,56.51402559999995,68.0067636,80.27103300000002,93.31560059999998,105.51455700000002,114.67452320000001,128.9691956,155.65606660000003,194.9599972000002,83.31011370095716,100.97408302209195,115.4577777463338,142.39643888216517,155.0978234827849,169.31753889674292,183.64389428956355,218.88199348739795,263.94114190923136,3266.027194852487,4817.705810122759,6198.327934178742,9596.457358627404,11428.255451010325,13525.439495663419,15893.04973173704,22905.666572605085,32411.752208767673
3,3215,9,38,3,4,3123,14,101,19,12,2747,8,66,7,10,2134,3,41,2,5,1449,1,23,2,3,103.18715114010402,105.98947517558886,12717.389312663736,65.80393040000003,74.8185428,81.80031720000007,88.5581302,94.94140600000003,102.00738460000002,109.0236582,118.81861580000003,136.00203140000005,65.80393040000003,74.8185428,81.80031720000007,88.5581302,94.94140600000003,102.00738460000002,109.0236582,118.81861580000003,136.00203140000005,102.91882097465886,111.8128690151388,120.49094954415037,134.0597750362406,140.4830372357094,148.1964354708562,156.47330719501298,167.26629889351824,185.89383299928826,5064.6306802407325,6039.724265882493,6872.104098664795,8657.523314398048,9392.385071154644,10319.682646081672,11463.138727806701,13163.147129769193,15692.772335501531
3,1,1,0,2,2,0,0,0,3,3,0,0,0,3,2,0,0,0,1,1,0,0,0,1,0,243.11030566666673,206.8413466666667,97505.6669913275,59.48483250000001,65.49334699999997,66.90170300000003,68.31005900000008,106.96359250000006,145.6171260000002,332.191055,518.764984,562.882492,59.48483250000001,65.49334699999997,66.90170300000003,68.31005900000008,106.96359250000006,145.6171260000002,332.191055,518.764984,562.882492,87.8967174361789,88.36941448050837,88.62353826758181,88.87766205465525,126.18749589161138,163.4973297285677,401.6819195010733,639.8665092735791,749.1470708170239,3777.4526832162915,3792.7269290381687,3838.392928082051,3884.058927125933,7354.90883438359,10825.758741641328,102573.01882720321,194320.27891276518,281384.6394563826
3,2855,76,249,112,4,2441,29,497,319,10,1882,11,333,231,5,1216,3,205,136,2,652,1,116,66,2,112.05358248634708,116.85937357311894,16431.750160816817,57.053314000000036,66.452515,74.985077,83.906326,93.64835199999996,105.69006300000007,121.77883949999999,146.83178700000002,185.215912,57.053314000000036,66.452515,74.985077,83.906326,93.64835199999996,105.69006300000007,121.77883949999999,146.83178700000002,185.215912,89.11511097532463,99.5974775436166,108.82736440747806,120.35902609861483,142.38580156173015,156.81879623406476,178.17939661368524,220.872471395948,264.41057601878117,3752.2860075096246,4727.0414319325655,5629.877371448653,6857.354117178261,9620.648622612953,11500.011815972415,14649.110048608254,22888.67396866722,31666.78966459621
3,844,62,3,18,1,800,84,7,27,10,547,40,5,21,6,295,19,4,11,6,135,5,2,9,5,153.5832007424569,156.93860120905174,26332.48718643473,84.84477810000001,102.05176419999998,118.04074270000002,136.50765400000003,152.04662349999998,166.21859740000002,181.1595045,194.55842300000006,213.1052953,84.84477810000001,102.05176419999998,118.04074270000002,136.50765400000003,152.04662349999998,166.21859740000002,181.1595045,194.55842300000006,213.1052953,131.13653994862347,158.78269028150834,178.89168725096397,209.84813463227977,225.66639765022597,238.46536932089882,253.0116673869275,271.0855436286569,303.33859829072185,8015.8095480148995,11573.993600805485,14902.639272073196,20625.453043444595,24201.932602262284,27082.669392544187,30170.523577288113,34601.48526895724,42563.061236473586
3,1357,14,23,14,0,1321,15,31,40,1,953,12,19,23,1,589,5,13,14,0,301,2,4,4,0,135.89439816051137,138.69705650142046,21027.71924921438,69.92875339999998,84.71417260000001,98.2194359,109.66716359999998,123.025826,139.52413920000006,159.72084910000004,181.54044800000008,208.8482131,69.92875339999998,84.71417260000001,98.2194359,109.66716359999998,123.025826,139.52413920000006,159.72084910000004,181.54044800000008,208.8482131,108.20161567355353,130.30615714617852,146.47382919646296,162.41378154793762,178.44426054120947,209.8176530830967,235.30789225336883,259.8138200503357,306.35232773420773,5576.779471211251,7883.725955717651,10096.720021029267,12238.165684523534,14734.551593635544,20265.742312273975,25919.026657991784,31154.992140304483,42772.30371034588
3,1776,12,31,35,2,1726,19,42,64,5,1231,12,23,44,4,721,3,11,26,4,331,2,5,16,1,133.3405227796336,135.36516938415946,20009.431654898497,63.54309100000003,79.96082999999996,96.6485135,113.10180600000001,130.38247700000005,148.60293600000003,164.4652175,179.57843000000003,198.15831749999998,63.54309100000003,79.96082999999996,96.6485135,113.10180600000001,130.38247700000005,148.60293600000003,164.4652175,179.57843000000003,198.15831749999998,98.51711865572652,116.6742528724293,150.16608573567805,172.94565134523853,195.2052527793611,218.28183887341515,233.76972321519875,249.25045868598806,279.61579109329864,4448.703929385892,6360.9472537324355,10405.089169709066,13960.054095206502,17617.61142654455,22712.544265621764,25584.22008883588,29404.278133476022,35703.038745681086
3,1311,31,52,44,2,1211,31,103,87,8,870,11,82,56,6,529,3,50,29,5,271,2,32,14,4,123.97478647152776,126.2897150486111,18938.349805000682,63.5872553999999,74.8304316,86.7616965,95.83132399999998,105.04123699999997,118.42640379999999,136.85189480000003,161.4859558,201.1477417000001,63.5872553999999,74.8304316,86.7616965,95.83132399999998,105.04123699999997,118.42640379999999,136.85189480000003,161.4859558,201.1477417000001,98.26327563098765,111.87291969595026,127.80038781900171,143.04344330426022,154.59404753057646,170.29826999841526,204.54033691703108,238.48970561685599,289.95633365065163,4559.820172212625,5812.775226531285,7250.523045864853,9679.36811918205,11138.114992441988,13540.187615457126,18176.01634954165,26543.58980195795,38100.5073809441
3,1110,187,202,473,1,842,130,10,984,7,540,61,6,852,3,257,25,1,656,3,98,12,0,451,3,100.63140056867714,100.55935273694882,14305.557137184143,41.94948419999999,48.231305199999966,53.42304479999995,61.0641386,71.65002500000003,93.18636760000004,122.96492139999998,152.0269292,185.8799502,41.94948419999999,48.231305199999966,53.42304479999995,61.0641386,71.65002500000003,93.18636760000004,122.96492139999998,152.0269292,185.8799502,62.95550364154375,70.65331569165438,77.65970221668582,87.28209039464865,104.9965623302645,140.45137281754648,179.25045459313526,220.89382342046966,254.2544769145938,1911.5926518088802,2411.860300468288,2965.966819769785,3675.8767626833496,5186.0818040987515,9459.05123688847,15330.206119255088,23355.25587284981,30374.193757721943
3,448,15,10,42,1,418,17,11,68,2,281,5,7,33,1,167,2,4,14,1,76,1,3,6,0,147.71752434108527,144.6063379728682,24615.41173131827,67.19232000000001,89.12554899999999,110.12335400000002,128.134087,149.8147625,165.326355,175.4635165,194.38883199999998,212.865315,67.19232000000001,89.12554899999999,110.12335400000002,128.134087,149.8147625,165.326355,175.4635165,194.38883199999998,212.865315,96.66287064961392,122.0762825403019,161.18935096982017,191.3602412950442,221.64512531673722,234.39119125294417,246.71050021105074,263.1641495870918,303.82551476278024,4496.2902455362255,6944.811640552802,12682.94907371563,17029.3358100686,23385.701617278253,26417.388090876346,28915.636177809174,32903.57285323868,44099.664736536244
3,3284,15,65,36,0,3155,7,51,187,0,2418,4,19,145,0,1531,0,13,89,0,805,0,7,58,0,146.15762272882355,143.22664701941176,22462.892658549143,78.02427420000001,98.43031039999998,116.65849279999999,132.13745260000002,146.7236635,159.94353040000004,172.68997839999997,184.99570619999997,203.33907930000004,78.02427420000001,98.43031039999998,116.65849279999999,132.13745260000002,146.7236635,159.94353040000004,172.68997839999997,184.99570619999997,203.33907930000004,114.44478763346605,153.15088490232753,173.90233074047006,193.6360956974985,215.3142039273959,225.93047372898846,237.03379197071652,250.65062834751964,277.9351183973582,6185.984602562698,10849.179589408363,14260.738681311961,17120.15627806718,22083.251670636084,24214.303345366887,26595.122302774365,29834.12404070607,35857.51085949825
3,1816,21,48,34,0,1746,11,59,102,1,1226,3,38,64,0,718,1,23,43,0,368,0,10,23,0,152.66631609223555,153.80131602292857,25752.475166742737,84.6381222,105.46779199999999,122.55556660000003,136.76536879999998,149.38397199999997,161.2682858,174.01538399999998,188.4098818,208.2116028000001,84.6381222,105.46779199999999,122.55556660000003,136.76536879999998,149.38397199999997,161.2682858,174.01538399999998,188.4098818,208.2116028000001,144.02332230092028,170.01121221965496,187.50862270032889,208.18212841716553,219.4800534508998,230.36722133597578,240.12787162799958,253.68718873799423,286.3523483576152,9681.736513214182,13415.199858410044,16340.931116727514,19902.55457447778,22902.625592809876,25086.153788776166,27343.2326136178,30562.3430092892,37671.390480539325
3,10,1,2,1,0,8,0,0,4,2,7,0,0,0,1,7,0,0,0,0,7,0,0,0,0,471.42968,460.2263194285714,249800.58629681004,126.6183661,451.09063420000007,521.4899246,528.3507078,531.886139,553.6579958000001,587.8270386,606.5250244,607.0,126.6183661,451.09063420000007,521.4899246,528.3507078,531.886139,553.6579958000001,587.8270386,606.5250244,607.0,221.44648160830508,687.9101154949567,713.471335893141,725.9167094983245,758.4793700520593,777.4170136376929,799.4857107867227,805.2662814391222,842.4004607949778,65539.46224608706,222883.63063259478,232370.25328908634,260281.82024178613,281507.3938462536,300929.3523062284,317136.65221843874,321196.40613119997,354225.8514501001
3,2277,66,188,117,1,2004,27,207,409,2,1430,13,118,247,0,832,6,67,131,0,367,2,41,63,0,127.29171504077009,129.68386069082675,19560.193275238536,53.503432800000084,65.12466400000001,80.96212080000004,98.81257280000001,118.27002000000005,138.61541780000005,158.44242179999998,179.0477826,203.28073140000004,53.503432800000084,65.12466400000001,80.96212080000004,98.81257280000001,118.27002000000005,138.61541780000005,158.44242179999998,179.0477826,203.28073140000004,81.07843141643195,98.76715862991162,116.83129683650148,154.96257397595784,180.88955637213672,212.86492171072075,228.86052956554545,247.23017057527125,287.3869602945225,3088.026979891456,4661.141353615078,6216.592423102384,10948.120058555209,15038.920615383631,20906.773227816393,24482.362745256978,28520.19361970776,37311.06868422835
3,711,132,197,762,5,475,58,116,1132,26,288,18,73,858,16,137,6,56,570,13,45,2,40,305,13,104.95828376757055,104.71593578472607,14078.082891560472,54.68909019999999,64.5234826,72.4896852000001,81.6115602,91.34036199999998,102.1204472,114.43948960000002,132.01965380000001,163.17684800000004,54.68909019999999,64.5234826,72.4896852000001,81.6115602,91.34036199999998,102.1204472,114.43948960000002,132.01965380000001,163.17684800000004,85.73359148355007,96.69549309105079,104.3294363645108,111.77050694544289,135.26863702017835,147.98323947747963,160.20276540701767,175.86314088471448,238.36791887507036,3388.9803479960487,4382.486372939922,5137.1930840386885,5812.29591079395,8790.436371980406,10238.497480017992,11857.787764764313,14508.433072565665,26780.229600502527
3,1429,878,29,72,32,429,1627,7,193,184,267,1476,5,132,144,145,1350,2,87,97,64,1213,1,66,70,272.7200196327869,264.13352735655735,92869.20357371899,82.96690649999998,116.98017919999998,151.638688,180.60203799999996,211.6175535,273.96645460000013,358.2246642,453.1126222,569.5372407,82.96690649999998,116.98017919999998,151.638688,180.60203799999996,211.6175535,273.96645460000013,358.2246642,453.1126222,569.5372407,140.44008512312905,181.97657209858133,232.51268605462832,266.9898903785099,317.69227841120494,383.56543776693195,517.4741435905015,635.6863527749284,737.3482524421568,9007.109865870776,15037.473435755166,24379.655366646934,31805.482547757012,45624.36943563659,64940.68379219576,115842.95552379885,176149.41310523136,262436.77442670875
3,2834,170,2929,422,1,816,8,2272,3186,74,556,3,1472,2442,44,312,0,864,1641,23,160,0,475,964,9,117.00793123835744,117.81982158653241,26698.350065745006,44.618804999999995,51.16329999999999,57.223937500000034,63.78704800000003,71.8158185,82.001465,99.3565065,127.05334500000001,261.79083249999996,44.618804999999995,51.16329999999999,57.223937500000034,63.78704800000003,71.8158185,82.001465,99.3565065,127.05334500000001,261.79083249999996,70.6518536331685,79.13883896219384,87.10887834825462,94.2497095321061,102.76957308621053,113.9714951179405,144.4671390934691,178.5040589692401,367.52602709628616,2361.5099490156626,2972.411425011188,3544.017091175938,4157.495694273676,4863.112258508311,5909.841349703446,9760.887875101283,14470.360721024555,60983.052964373084
3,2662,104,232,238,4,2293,100,139,697,11,1700,51,65,551,4,1053,20,27,417,2,552,11,14,291,2,119.66623989598766,121.31385956635802,18951.70817833977,47.81889889999997,59.40335619999999,71.62626279999998,86.12687979999995,104.08735650000006,123.84188240000012,146.39541989999995,168.64368380000008,196.41030489999997,47.81889889999997,59.40335619999999,71.62626279999998,86.12687979999995,104.08735650000006,123.84188240000012,146.39541989999995,168.64368380000008,196.41030489999997,73.78694307092302,90.4030786623228,105.07819075027362,131.14923035115365,157.55647101818988,182.19759874575885,218.05614487428142,238.07622748733127,277.6228566097776,2539.9205324847876,3795.965176694725,5135.7307882025125,7809.1631517479145,11385.54719784978,15576.851368594507,22571.184033853322,26759.61116307283,35303.403829959134
3,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,259.8459015,281.312935,119022.87147138067,102.03568430000004,141.48823860000005,180.94079290000005,220.39334720000005,259.8459015,299.29845580000006,338.75101010000003,378.20356440000006,417.6561187,102.03568430000004,141.48823860000005,180.94079290000005,220.39334720000005,259.8459015,299.29845580000006,338.75101010000003,378.20356440000006,417.6561187,140.05475784965142,200.9316932286758,261.80862860770026,322.6855639867246,383.56249936574903,444.4394347447735,505.3163701237978,566.1933055028222,627.0702408818468,26232.918145558095,49430.40647701374,72627.8948084694,95825.38313992502,119022.87147138067,142220.35980283635,165417.84813429194,188615.3364657476,211812.82479720327
3,820,580,72,334,22,281,854,1,539,153,128,713,1,308,107,37,529,1,145,80,5,339,0,67,50,143.66463180306346,144.191458869256,31891.424571633655,50.192749499999984,74.61739080000001,95.07979739999999,108.11779780000002,121.4389645,135.37153320000002,150.00077639999998,170.82554900000002,203.2942576,50.192749499999984,74.61739080000001,95.07979739999999,108.11779780000002,121.4389645,135.37153320000002,150.00077639999998,170.82554900000002,203.2942576,74.2057825459095,108.86932040996895,146.3672209924186,163.09528260147528,175.897958560083,194.52359453431,219.49245985943344,234.7239727965724,274.0266060526104,2544.0263011427414,5400.274827508753,10112.046627562799,12609.632946320286,14626.144980534229,17374.904186048167,23186.593169692656,26323.797571696035,34330.72644645451
3,591,92,264,414,106,0,12,1,253,1201,0,4,0,108,840,0,2,0,48,447,0,1,0,19,208,296.52705316359913,282.4942720613497,128480.57112173666,33.2880492,41.7983088,54.72116680000001,90.800682,333.570252,408.0471960000001,491.96134000000006,573.1720218,607.0,33.2880492,41.7983088,54.72116680000001,90.800682,333.570252,408.0471960000001,491.96134000000006,573.1720218,607.0,49.282373386904595,60.818188350069164,80.08329595567318,130.5531162289294,483.5966849701001,612.8632060834628,690.5624667230526,748.1671790042046,819.7015136168832,1143.8557077455264,1753.9101592047505,2946.8639817108415,8005.951827693894,94460.11558960084,160276.14433213018,217741.50803439206,271091.56284499995,334380.11738000007
3,564,603,35,180,35,30,944,4,265,174,11,842,1,163,131,3,697,0,88,92,0,569,0,42,66,155.97560591178546,162.15549831474948,30741.826729143148,48.15772679999998,83.90261239999995,112.46824979999998,132.548474,154.77752699999996,170.78369120000005,185.22011140000004,203.79422580000005,246.87340120000005,48.15772679999998,83.90261239999995,112.46824979999998,132.548474,154.77752699999996,170.78369120000005,185.22011140000004,203.79422580000005,246.87340120000005,74.48931908382914,145.46470871070076,178.7424854322711,213.11753922349635,230.6545156164107,245.0759681264626,260.8754935243474,292.3154882452403,331.0473381335111,2523.0370163275848,9558.696318013226,14755.422209752463,21010.853404823414,24764.818146358994,27822.619183530383,31373.79614890736,39540.984318032395,51323.695892218675
3,160,17,651,2745,32,17,4,4,1976,1604,7,3,1,1090,975,3,2,0,497,514,1,1,0,227,262,75.93162800527044,74.69779744965325,11967.78500722305,30.645268199999997,35.06769480000002,39.65365020000003,45.331052199999995,51.29113799999999,58.130065599999995,67.16336679999999,82.86897580000004,126.24782420000001,30.645268199999997,35.06769480000002,39.65365020000003,45.331052199999995,51.29113799999999,58.130065599999995,67.16336679999999,82.86897580000004,126.24782420000001,46.093933696870835,51.95593177482217,59.21799843237512,67.11736742846786,75.28908606572368,84.14889222876046,95.05682190129377,113.51721667184617,169.59646592716476,986.5321251334356,1254.9630108267925,1625.7315154534617,2111.7010750436193,2687.064934858848,3350.9969174942034,4199.4767127304185,6009.006754921138,12896.829635043356
3,87,51,259,316,21,0,52,4,382,296,0,48,0,194,179,0,41,0,94,99,0,31,0,46,56,105.20402757765667,100.82542085286103,21952.820161181957,37.2303466,44.955968799999994,50.5968074,55.2496094,61.640503000000024,71.93275100000001,87.03668000000005,120.94367059999993,210.6975989,37.2303466,44.955968799999994,50.5968074,55.2496094,61.640503000000024,71.93275100000001,87.03668000000005,120.94367059999993,210.6975989,57.90010107017088,67.9769223614629,75.11769301201815,81.9652819754627,88.96673979027582,99.28272502707095,115.45388430863431,177.70038027512712,293.05808274156453,1486.818689044368,2175.85919662782,2678.549934499145,3196.0425694629575,3741.3706939483163,4495.549372835664,6245.407288566574,14363.518691781086,41318.84816942122
3,100,58,107,148,18,28,72,12,183,136,7,67,4,112,71,3,58,0,66,37,0,48,0,34,23,100.34245251740141,98.59357688167054,13796.297709964225,39.170344,46.830383999999995,55.489136000000045,61.165527000000004,69.91940300000005,85.41259800000006,117.87332100000003,154.01744899999997,191.362015,39.170344,46.830383999999995,55.489136000000045,61.165527000000004,69.91940300000005,85.41259800000006,117.87332100000003,154.01744899999997,191.362015,58.7384196806733,69.88512151853557,80.97053443476096,90.51609717600354,99.74601913128193,124.06572644652607,174.6048498907533,233.16188270086082,268.29455844352697,1625.2920395923911,2403.119433222736,3193.7213377597213,3857.427781719537,4893.653080947879,6686.36201899397,14444.83433118252,25553.544487551386,33973.8142893934
3,144,236,23,244,26,2,294,0,300,77,1,268,0,180,47,1,237,0,102,27,0,194,0,64,15,106.32754404160475,109.71965007132243,14580.398282519625,43.13208019999998,52.8309232,60.85081179999997,73.9916446,100.135223,119.05028380000003,134.75286880000002,155.1860264,180.92166759999998,43.13208019999998,52.8309232,60.85081179999997,73.9916446,100.135223,119.05028380000003,134.75286880000002,155.1860264,180.92166759999998,64.59757383825007,77.89666246167498,89.42181560984349,109.87842620480582,152.21497782697705,169.71887875139808,196.6747278366326,228.51860048115105,251.80441945532175,2037.496574762795,2925.492882384062,3737.712449857946,5241.231788304747,10561.767461328025,13424.111600094178,17668.803710342225,25033.36019616142,30680.59146197042
3,492,573,5,92,6,109,875,0,153,31,55,680,0,123,21,10,481,0,76,13,1,350,0,42,7,163.78903332277397,171.94811122773973,31720.644351364128,80.185553,111.488777,127.59128970000002,144.76063200000002,159.072403,171.58391740000002,184.961221,198.8187074,245.32918549999994,80.185553,111.488777,127.59128970000002,144.76063200000002,159.072403,171.58391740000002,184.961221,198.8187074,245.32918549999994,139.60291100454623,174.91434153123598,198.18045051696728,224.9840137964735,236.71868710839476,247.69840825687675,269.76673309604047,298.9007361257878,331.0000065519959,9130.262754269674,14463.13188758362,18149.581670696763,24134.76850345268,26607.144809127036,29272.03897145311,33186.40443128483,41951.01397908144,50891.48640762471
3,252,172,143,1357,48,46,125,0,1411,390,16,99,0,1048,287,9,71,0,710,188,2,50,0,449,119,106.14131913742393,108.30339514452332,16961.103682793728,43.46084870000008,51.8049838,60.78849299999999,70.2931884,82.776678,98.9450156,115.42107550000003,139.41281740000005,186.43623260000004,43.46084870000008,51.8049838,60.78849299999999,70.2931884,82.776678,98.9450156,115.42107550000003,139.41281740000005,186.43623260000004,67.56583370281479,78.30121166345609,88.69598129162017,101.25861469601313,132.7858694121353,151.0561995225425,167.47674891773045,192.3701950302273,263.7835547556438,2142.80141744645,2871.0165278364448,3693.238264587332,4782.844800352403,7602.500226877256,10400.38744557881,12479.556044184197,16091.436027498527,29391.44940131046
3,187,447,7,320,17,14,499,0,382,83,6,408,0,222,35,0,320,0,116,15,0,247,0,66,7,116.5679090787321,117.34464992126789,17688.151250519895,34.85823400000002,47.23413660000001,62.276398100000016,87.15933199999998,109.88775599999998,127.88493660000003,146.93752270000002,172.20502620000002,197.72983610000006,34.85823400000002,47.23413660000001,62.276398100000016,87.15933199999998,109.88775599999998,127.88493660000003,146.93752270000002,172.20502620000002,197.72983610000006,53.87315233116708,71.95086137052579,93.90528468030935,144.64807637189665,165.03228403365492,186.92704082487214,221.3084679856465,241.1285891176127,272.1698008691042,1349.064431823252,2395.80952260293,3966.718061588572,9434.163692616727,12610.83067477734,15877.303874813475,23584.93561166032,27427.28836005261,34572.57754769924
3,399,603,2,144,10,62,877,0,192,27,26,727,0,142,21,5,587,0,91,13,1,445,0,49,5,147.4302616908463,152.14950170984454,25170.29850784984,50.48356730000005,97.8615634,120.26321130000005,138.70900880000005,152.21380650000003,163.40824020000002,176.0010438,191.1968444,209.67072679999998,50.48356730000005,97.8615634,120.26321130000005,138.70900880000005,152.21380650000003,163.40824020000002,176.0010438,191.1968444,209.67072679999998,71.99055565613057,163.73154343600856,183.72961082026669,210.8243980204888,226.35450583062067,237.33939501355144,247.66498527866224,267.91553166362456,307.3495244331633,2374.3587463382046,12385.365136333523,15858.483757154616,21219.654136447753,24304.719688544654,26937.20196601501,29499.576270027308,33864.636476603075,44640.81552815432
3,199,266,27,376,13,27,325,0,496,33,10,274,0,407,20,0,210,0,313,11,0,150,0,233,5,108.44773472417707,109.12844286719638,15820.045652919714,41.188537000000004,50.376098999999954,60.95928900000003,77.46594199999998,97.24661300000002,114.78402699999998,131.27612300000004,154.37011700000005,180.50044299999993,41.188537000000004,50.376098999999954,60.95928900000003,77.46594199999998,97.24661300000002,114.78402699999998,131.27612300000004,154.37011700000005,180.50044299999993,62.26222824998236,75.18665346198408,88.85554460168743,106.6098642657093,152.50863795623962,171.95859016757151,188.5660549348987,224.1676269653443,247.23821816740957,1815.8116909706798,2712.3583357720386,3745.081386819978,5106.382445451827,10749.918107976226,13806.085093297346,16758.866728000972,23833.394126704836,29319.58266826769
3,791,974,2,28,8,124,1613,0,44,22,45,1348,0,25,16,22,1069,0,10,11,11,801,0,4,8,161.33700379367718,169.0432781159179,29427.252899091054,95.18812280000003,112.33044500000003,126.83302500000002,142.9271124,157.759521,170.56933640000003,182.71029620000002,198.89669199999997,238.51386100000002,95.18812280000003,112.33044500000003,126.83302500000002,142.9271124,157.759521,170.56933640000003,182.71029620000002,198.89669199999997,238.51386100000002,148.1069383066977,172.68950755940722,190.08268501175365,222.11896500121946,235.3232298310035,247.69881344591647,267.8093607877013,298.6858452463027,328.2819439088715,10434.774139522997,13838.081977403861,16770.57902694001,23277.15795735163,26027.376451852237,28704.071357082736,32857.05316005311,41587.05405581375,49940.20443540221
3,136,174,39,981,61,16,194,0,923,258,7,175,0,483,118,3,140,0,217,59,1,113,0,91,40,76.72684019410497,75.48765812005752,10070.785522827702,32.54305999999997,37.374022999999966,42.117875000000026,47.23995999999988,52.698547000000076,60.321228000000026,72.484039,102.84436099999999,143.40368600000005,32.54305999999997,37.374022999999966,42.117875000000026,47.23995999999988,52.698547000000076,60.321228000000026,72.484039,102.84436099999999,143.40368600000005,48.591261868946376,55.5772049886642,61.55160036990136,67.61114480995832,75.03076478386602,86.036508475157,101.80536021238976,149.01998004388818,211.23014385839056,1093.0230690828794,1436.507173225678,1805.5815253288279,2204.036941500686,2651.576336523092,3530.14425612806,4730.869676252712,10806.986273641027,21246.309465988084
3,246,86,1138,1484,51,11,70,14,1628,1282,4,61,5,981,727,1,41,1,491,370,0,30,0,196,169,114.98890126955075,113.04224954209653,34606.24944298182,32.795892399999985,38.1224076,42.357690799999965,46.73356880000003,51.728362999999945,58.17705679999999,69.059485,99.96250000000008,410.975818,32.795892399999985,38.1224076,42.357690799999965,46.73356880000003,51.728362999999945,58.17705679999999,69.059485,99.96250000000008,410.975818,50.62516747583584,57.49235125302784,63.319903645763105,69.53581735039724,75.81019805141894,83.79487657489966,95.56725675543049,145.72041755715756,613.5974035152333,1140.076215775704,1528.5557216623358,1871.3956134191974,2235.906795405153,2700.4809085389106,3247.5620315732485,4067.5592505548602,9713.42100628606,169092.90768724278
3,256,276,72,178,7,91,339,1,286,72,33,314,0,191,35,9,274,0,106,21,4,219,0,54,8,114.0570742560203,118.50551753992394,17151.095058325198,40.18607239999999,48.68071359999999,61.53330580000002,86.77321800000007,107.96200200000001,127.34006360000001,147.63443579999995,169.67351580000002,192.65298619999993,40.18607239999999,48.68071359999999,61.53330580000002,86.77321800000007,107.96200200000001,127.34006360000001,147.63443579999995,169.67351580000002,192.65298619999993,58.423067275003305,70.3046087410747,94.0771449034169,140.53859415171058,164.84242808804,185.2715263454346,217.29103156120294,240.32025213909205,276.9071779135137,1630.7349522325721,2345.990116275556,4008.077771325003,9295.783454192315,12424.17079302817,16001.782494341334,22783.312569694313,27014.875900714753,36740.05824947495
3,549,893,29,114,29,6,1308,0,178,122,1,1206,0,96,75,0,1094,0,45,49,0,948,0,24,29,137.809390547088,137.80578481288725,21355.487300084962,62.45448460000004,88.08471660000001,105.81855010000001,120.42868639999999,134.41885349999995,148.00649860000001,164.61000650000003,179.9954686,203.2237791,62.45448460000004,88.08471660000001,105.81855010000001,120.42868639999999,134.41885349999995,148.00649860000001,164.61000650000003,179.9954686,203.2237791,97.75877206080834,139.24906498203129,159.6524401513182,175.4006030002867,193.16882178201638,221.302117761551,234.42396353362432,249.8254119971216,285.4707591725161,4264.349264388749,9112.225496908628,11635.600914300816,14275.324528504223,17266.3559514073,23293.25262107238,26118.303794740128,29795.37129406201,37718.20159336239
3,25,10,147,1273,3,1,3,1,1417,36,0,2,0,1107,27,0,0,0,795,19,0,0,0,523,10,69.49152546844994,67.00371395816187,15389.22269228319,27.18527860000003,31.603683000000018,34.65574979999997,37.1358734,39.234436000000045,41.31813939999999,44.4723362,51.00010999999998,77.92630030000005,27.18527860000003,31.603683000000018,34.65574979999997,37.1358734,39.234436000000045,41.31813939999999,44.4723362,51.00010999999998,77.92630030000005,43.31861105627362,47.172653104758616,50.01213343744479,52.57466235814283,55.009074992540604,57.85683713345591,61.767136624304854,71.27270395319086,105.17163366294965,811.7010593784366,1016.1188450197487,1177.1629150982183,1333.5072273148128,1478.5869751482292,1637.5122803622269,1857.5132923965632,2484.1911831489056,5151.455672619964
