index,class_i,ASCUS_s,LSIL_s,ASCH_s,HSIL_s,SCC_s,ASCUS_s_005,LSIL_s_005,ASCH_s_005,HSIL_s_005,SCC_s_005,ASCUS_s_01,LSIL_s_01,ASCH_s_01,HSIL_s_01,SCC_s_01,ASCUS_s_02,LSIL_s_02,ASCH_s_02,HSIL_s_02,SCC_s_02,ASCUS_s_03,LSIL_s_03,ASCH_s_03,HSIL_s_03,SCC_s_03,ASCUS_s_04,LSIL_s_04,ASCH_s_04,HSIL_s_04,SCC_s_04,ASCUS_s_05,LSIL_s_05,ASCH_s_05,HSIL_s_05,SCC_s_05,ASCUS_s_06,LSIL_s_06,ASCH_s_06,HSIL_s_06,SCC_s_06,ASCUS_s_07,LSIL_s_07,ASCH_s_07,HSIL_s_07,SCC_s_07,ASCUS_s_08,LSIL_s_08,ASCH_s_08,HSIL_s_08,SCC_s_08,ASCUS_s_09,LSIL_s_09,ASCH_s_09,HSIL_s_09,SCC_s_09,ASCUS_s_099,LSIL_s_099,ASCH_s_099,HSIL_s_099,SCC_s_099,ASCUS_c,LSIL_c,ASCH_c,HSIL_c,SCC_c,ASCUS_c_01,LSIL_c_01,ASCH_c_01,HSIL_c_01,SCC_c_01,ASCUS_c_02,LSIL_c_02,ASCH_c_02,HSIL_c_02,SCC_c_02,ASCUS_c_03,LSIL_c_03,ASCH_c_03,HSIL_c_03,SCC_c_03,ASCUS_c_04,LSIL_c_04,ASCH_c_04,HSIL_c_04,SCC_c_04,ASCUS_c_05,LSIL_c_05,ASCH_c_05,HSIL_c_05,SCC_c_05,ASCUS_c_06,LSIL_c_06,ASCH_c_06,HSIL_c_06,SCC_c_06,ASCUS_c_07,LSIL_c_07,ASCH_c_07,HSIL_c_07,SCC_c_07,ASCUS_c_08,LSIL_c_08,ASCH_c_08,HSIL_c_08,SCC_c_08,ASCUS_c_09,LSIL_c_09,ASCH_c_09,HSIL_c_09,SCC_c_09,ASCUS_c_099,LSIL_c_099,ASCH_c_099,HSIL_c_099,SCC_c_099,ASCUS_c_0999,LSIL_c_0999,ASCH_c_0999,HSIL_c_0999,SCC_c_0999,w_mean,h_mean,v_mean,w_01,w_02,w_03,w_04,w_05,w_06,w_07,w_08,w_09,h_01,h_02,h_03,h_04,h_05,h_06,h_07,h_08,h_09,d_01,d_02,d_03,d_04,d_05,d_06,d_07,d_08,d_09,v_01,v_02,v_03,v_04,v_05,v_06,v_07,v_08,v_09
232,3,1466,8,217,5,3,1256,1,207,4,3,977,0,173,2,2,747,0,131,1,1,619,0,106,0,1,525,0,93,0,1,449,0,74,0,1,375,0,55,0,0,326,0,46,0,0,257,0,39,0,0,189,0,32,0,0,50,0,12,0,0,1309,4,361,19,6,1309,4,361,19,6,1309,4,361,19,6,1309,4,361,19,6,1306,4,359,19,6,1296,4,355,19,6,1259,2,343,18,6,1206,1,330,18,6,1132,1,314,15,6,1033,1,284,12,5,697,1,213,8,2,343,0,150,2,0,120.7212207081,123.6672361101,17462.0595161553,62.5280146,77.8659236,91.1341494,101.5171632,110.383232,120.5880158,133.373697,148.9764956,178.4501894,62.5280146,77.8659236,91.1341494,101.5171632,110.383232,120.5880158,133.373697,148.9764956,178.4501894,95.1877029045,116.8197296054,140.0114521686,153.8647612935,166.0164009557,175.9998485063,186.492372088,213.5205990822,246.2052076732,4360.6885489917,6522.6775683708,9384.5816262008,11197.756144183,12981.6257858287,14599.8662139566,16224.8916702397,21840.7030106162,28724.7214993516
233,3,1747,14,256,27,0,1418,4,233,27,0,1179,3,165,16,0,975,1,121,9,0,835,1,96,6,0,747,1,74,4,0,667,1,54,3,0,589,1,46,1,0,506,0,37,1,0,426,0,30,0,0,317,0,21,0,0,101,0,2,0,0,1492,7,474,68,3,1492,7,474,68,3,1492,7,474,68,3,1490,7,474,67,3,1489,7,474,66,3,1475,7,469,62,3,1419,6,458,60,3,1373,6,427,58,2,1321,6,395,51,2,1236,5,354,46,1,965,2,241,26,1,668,1,163,15,1,102.4924670411,105.6126361204,13863.5815922445,53.5141659,65.1760098,73.0479422,81.7231226,90.1793975,100.0248294,111.145202,125.5685698,156.8463772,53.5141659,65.1760098,73.0479422,81.7231226,90.1793975,100.0248294,111.145202,125.5685698,156.8463772,85.7826781334,98.4177321389,109.0346491232,118.111949369,136.2835745091,147.1403206421,159.445727524,177.7681093443,219.2383093057,3410.0920794464,4577.3099553075,5665.6250453731,6607.6979540202,8937.1492000117,10225.7411469203,12033.6547666604,14706.8946028293,22677.411496351
234,3,2327,42,426,244,8,1237,16,222,193,8,813,12,163,140,6,513,10,128,84,2,374,4,101,69,1,288,3,81,51,1,232,2,71,36,1,195,2,64,28,1,148,2,52,21,1,99,1,33,13,0,59,0,23,6,0,12,0,7,0,0,1444,24,636,703,240,1444,24,636,703,240,1444,24,636,703,240,1443,24,633,696,237,1434,24,620,665,229,1416,22,603,626,216,1352,20,557,581,197,1292,19,534,539,180,1214,14,489,481,162,1086,10,416,406,135,757,4,265,226,58,480,2,159,121,18,105.0056470958,108.5333372937,15943.1765297321,47.4408692,56.161151,64.646149,73.7885252,84.813324,96.2210754,108.9285868,127.8254086,167.70544,47.4408692,56.161151,64.646149,73.7885252,84.813324,96.2210754,108.9285868,127.8254086,167.70544,75.3766202292,87.7974771473,97.8030159882,108.1694504425,126.346059466,144.9945423732,160.2571808231,179.4558240839,257.5992162394,2679.1698121366,3613.2158101744,4433.7494830096,5416.3356374371,6999.6226142725,9629.2610467544,11630.1538196965,14584.9462402368,29124.8049832255
235,3,1587,49,44,11,8,1407,42,34,9,8,1169,31,20,5,6,952,22,13,1,6,830,17,11,1,5,734,12,9,1,4,654,11,8,0,3,561,7,6,0,2,498,4,5,0,2,434,3,3,0,2,321,1,1,0,2,104,0,1,0,0,1488,87,62,21,41,1488,87,62,21,41,1488,87,62,21,41,1487,87,62,20,41,1483,87,59,20,39,1468,84,55,20,39,1420,77,51,18,38,1352,68,49,15,37,1272,57,42,14,37,1152,40,34,13,33,794,13,16,9,27,472,6,4,3,17,149.4381900842,147.1717072784,29512.6537989477,69.7490726,84.7656252,97.7191652,109.2076658,121.035401,134.6451522,153.0889342,179.3308594,248.4169682,69.7490726,84.7656252,97.7191652,109.2076658,121.035401,134.6451522,153.0889342,179.3308594,248.4169682,109.4941761905,135.8999989578,150.6193323392,161.1895065344,172.1728444727,187.0113969213,221.0233735167,248.2047328391,333.2368269524,5627.7918206611,8766.1464192791,10448.9800784095,12056.3089935335,13633.9026214776,16336.6544998834,23058.5158850094,28029.8105200629,50740.7736268169
236,3,1605,61,196,80,1,1328,40,149,77,1,1083,27,121,47,1,868,13,107,23,1,734,11,89,15,1,651,9,76,12,1,563,7,65,9,1,482,6,56,7,1,406,4,46,6,0,338,2,33,6,0,242,0,25,1,0,59,0,8,1,0,1398,74,258,202,11,1398,74,258,202,11,1398,74,258,202,11,1398,72,258,202,11,1396,72,255,202,11,1382,69,242,200,11,1345,66,235,195,10,1311,61,215,188,8,1242,53,199,181,5,1139,44,173,167,3,867,19,117,132,1,593,7,74,94,0,133.0886906001,133.9106675677,24895.3106888405,56.1561278,68.573846,80.653076,93.4589718,107.328491,121.5373656,140.5518216,172.831021,225.0136354,56.1561278,68.573846,80.653076,93.4589718,107.328491,121.5373656,140.5518216,172.831021,225.0136354,88.2052054289,103.3924311375,115.1096543144,141.185252925,156.6904600027,172.951832249,209.4468386344,240.1626719685,331.0576991421,3673.300816285,5026.4351580584,6287.6186241722,9440.1151801984,11496.4118113061,14117.9699848425,20268.9820736019,27232.4080796229,49611.6174005079
237,3,622,12,130,99,0,488,5,101,98,0,389,3,78,66,0,288,3,50,42,0,246,2,34,27,0,219,1,22,22,0,196,1,20,20,0,169,1,17,15,0,144,0,13,12,0,125,0,11,12,0,85,0,8,6,0,32,0,0,0,0,514,4,170,169,6,514,4,170,169,6,514,4,170,169,6,513,4,170,169,6,507,4,165,163,6,498,4,159,159,6,478,3,146,155,5,453,3,136,143,5,417,3,123,131,5,367,1,98,114,4,204,1,53,69,2,105,1,20,30,1,120.1525378795,123.1257607231,19896.7153667681,56.373976,68.5127322,81.409045,94.0045894,102.670212,113.9428868,126.640674,147.8611998,183.5549894,56.373976,68.5127322,81.409045,94.0045894,102.670212,113.9428868,126.640674,147.8611998,183.5549894,86.9858577512,103.5874639513,116.3356933943,139.5443681763,151.3214447589,163.1613002782,179.6586774786,215.6407640278,271.0883472591,3620.692015922,5069.6801666939,6351.8070459243,9304.428442474,10746.021082191,12737.9925216807,15228.0854647888,22239.0405911607,33463.4983371346
238,3,982,9,181,6,1,785,8,172,6,1,612,5,135,4,1,454,3,105,2,0,392,2,85,0,0,333,2,75,0,0,279,1,68,0,0,227,1,61,0,0,190,1,47,0,0,151,1,35,0,0,102,1,29,0,0,24,0,10,0,0,821,12,320,23,3,821,12,320,23,3,821,12,320,23,3,821,12,319,23,3,814,12,319,23,3,799,12,316,21,3,738,9,301,19,1,688,7,290,15,1,629,6,280,15,1,547,5,256,15,1,304,1,196,9,0,172,1,150,3,0,141.7162113707,144.567856274,27349.1038267716,54.5973516,65.2228758,81.8684546,98.3770266,114.792969,140.773376,163.8211422,190.4814238,242.6706544,54.5973516,65.2228758,81.8684546,98.3770266,114.792969,140.773376,163.8211422,190.4814238,242.6706544,81.5609264527,96.2783534197,114.2824706056,151.0680897313,176.2151529068,218.8740105708,242.2220886064,282.715864753,333.2451317262,3273.4481518667,4433.0874640229,6229.7321779241,10499.1672267181,14062.2938464445,22275.0640990643,27032.7270469591,35065.2233939562,51113.3467806763
239,3,1563,17,264,3,0,1181,6,257,2,0,891,5,215,2,0,641,4,179,0,0,519,4,156,0,0,430,3,140,0,0,358,3,121,0,0,302,2,111,0,0,248,2,97,0,0,195,1,81,0,0,123,0,59,0,0,26,0,15,0,0,1237,4,585,12,9,1237,4,585,12,9,1237,4,585,12,9,1237,4,585,12,9,1234,4,585,11,9,1217,4,573,10,9,1185,3,561,8,8,1154,3,550,7,6,1115,3,532,7,5,1040,2,499,5,3,829,1,411,4,0,598,1,345,2,0,140.4056544212,139.6907561186,29461.6650522777,55.334204,68.3106572,77.9874266,88.7929096,98.296589,109.87818,127.380835,168.5282954,287.8755618,55.334204,68.3106572,77.9874266,88.7929096,98.296589,109.87818,127.380835,168.5282954,287.8755618,88.4540727804,102.8745954302,116.6071636048,135.5181852667,147.2041071637,161.7425204423,181.8484273315,258.4434752392,425.9389046639,3737.2454644581,4990.9203044532,6431.2328855607,8853.5822832641,10164.1589578988,12121.9976814515,15444.0134936713,30053.5794455218,76973.0771513349
240,3,1038,148,167,137,8,761,108,101,133,8,622,82,73,97,5,505,54,50,53,3,419,41,36,39,3,363,27,27,29,1,326,21,23,24,1,275,16,19,18,1,242,14,15,12,1,202,8,11,8,1,153,3,6,7,1,41,0,3,0,1,792,164,132,384,26,792,164,132,384,26,792,164,132,384,26,792,164,132,384,26,786,162,129,384,25,761,162,125,381,25,703,148,116,366,20,653,140,107,347,20,589,126,90,333,17,474,106,70,294,16,243,62,33,203,9,105,37,17,117,6,111.6849370274,111.1308828378,16348.6345657055,47.2071499,55.1939456,63.5017642,76.3687072,94.5552975,112.6026952,131.7439314,155.3982496,188.6965024,47.2071499,55.1939456,63.5017642,76.3687072,94.5552975,112.6026952,131.7439314,155.3982496,188.6965024,70.1656129967,83.3540370464,94.4669788062,111.4257864499,149.0367456397,168.4554808717,184.9319328111,220.4916987914,251.1183583937,2343.2646544663,3361.2992555156,4190.5595163958,5775.4799979127,10280.0590235913,13415.6932149031,16090.9377205112,23246.9393047108,28949.3081582107
241,3,1326,4,31,11,0,1213,4,25,11,0,1006,1,16,5,0,812,1,12,1,0,688,0,9,1,0,602,0,8,0,0,541,0,5,0,0,470,0,4,0,0,411,0,4,0,0,324,0,2,0,0,244,0,2,0,0,73,0,0,0,0,1288,6,51,25,2,1288,6,51,25,2,1288,6,51,25,2,1287,6,51,25,2,1282,5,45,23,1,1271,5,40,23,1,1217,5,37,21,1,1169,4,30,18,0,1090,4,28,16,0,998,3,22,16,0,645,1,9,9,0,339,1,5,2,0,106.7096734439,107.735876887,15286.1624414349,55.1730501,62.9141184,70.1908351,77.1796686,86.073471,96.71836,111.7621678,133.4161562,175.8178043,55.1730501,62.9141184,70.1908351,77.1796686,86.073471,96.71836,111.7621678,133.4161562,175.8178043,87.3514067874,96.9577689288,104.4172332752,111.0295730183,119.3819071667,140.4668455922,159.0482621625,188.8502431668,246.4290997676,3657.5218642505,4498.2913262093,5178.9245650978,5873.2749702017,6620.6665970181,9216.5965060154,11751.6415737343,16074.6903930297,28747.1445630319
242,3,1808,24,111,23,5,1614,20,97,21,5,1355,12,83,15,3,1117,10,59,8,2,963,7,50,6,1,875,5,42,5,1,784,5,34,3,1,696,4,32,3,1,612,3,27,1,1,520,2,26,1,1,386,1,23,1,0,131,0,7,0,0,1679,30,206,46,10,1679,30,206,46,10,1679,30,206,46,10,1678,30,206,46,10,1669,30,205,46,10,1649,30,200,46,10,1615,28,191,45,9,1562,27,174,42,8,1511,22,160,39,8,1402,20,143,34,7,1061,7,95,26,5,706,4,47,16,3,110.3836636728,113.5987849914,14182.2582094596,57.513039,71.463318,82.650288,93.492966,102.60553,112.328117,124.300964,142.769745,170.124428,57.513039,71.463318,82.650288,93.492966,102.60553,112.328117,124.300964,142.769745,170.124428,89.8679783747,107.9227266815,124.61343684,141.4036037842,153.1842810928,167.0462586878,180.2577273881,206.1972453569,233.5305111578,3848.1003734138,5455.7544408942,7202.243705818,9471.6065865506,11072.2798548025,13157.342327198,15368.3594803186,19240.8158242401,25378.4256337195
243,3,1361,7,10,9,0,1314,7,7,9,0,1055,5,5,4,0,833,1,4,2,0,713,0,3,2,0,636,0,3,0,0,550,0,3,0,0,489,0,2,0,0,425,0,2,0,0,358,0,0,0,0,252,0,0,0,0,77,0,0,0,0,1339,8,23,17,0,1339,8,23,17,0,1339,8,23,17,0,1339,8,23,17,0,1337,7,23,17,0,1332,5,23,17,0,1294,5,22,16,0,1250,4,19,15,0,1169,3,19,13,0,1062,0,15,12,0,667,0,11,4,0,375,0,6,1,0,130.9813814095,132.8381775393,18610.7213955894,72.5899416,89.095044,99.696595,112.1883908,123.139831,138.010382,153.3995118,171.6942628,193.7773926,72.5899416,89.095044,99.696595,112.1883908,123.139831,138.010382,153.3995118,171.6942628,193.7773926,112.9561433259,141.1593654213,155.2386081632,169.3741078406,182.297838702,202.8584820586,220.4929994742,234.4271562032,261.7529222619,5891.1492196294,9315.8565909114,11302.3625153852,13532.6601069536,15394.4677803125,18605.1879641446,23270.7268711522,25918.1008298892,30666.9643340439
244,3,2990,29,22,10,5,2882,26,20,8,5,2486,19,13,2,5,2140,14,6,2,5,1915,12,5,2,4,1715,11,5,1,4,1570,9,5,1,3,1443,6,5,1,3,1296,4,5,1,1,1125,1,4,1,1,873,1,3,0,0,339,1,2,0,0,2951,45,33,13,14,2951,45,33,13,14,2951,45,33,13,14,2951,45,33,13,14,2947,45,33,13,14,2925,45,32,12,14,2859,35,29,11,13,2765,27,29,10,12,2643,22,29,10,12,2424,15,27,7,10,1651,9,15,6,3,935,7,8,5,3,118.171001323,123.6671449113,15626.0165947879,69.104206,81.589508,92.7070925,101.94989,112.536682,123.152131,135.8535195,151.959274,173.8156815,69.104206,81.589508,92.7070925,101.94989,112.536682,123.152131,135.8535195,151.959274,173.8156815,106.2560725314,122.8568003237,139.8318201916,153.9054665558,168.7632582869,181.703230249,196.4414700022,219.70501296,244.2350442592,5315.6021053186,7055.8734814982,9349.1310401421,11153.076758541,13397.1367781127,15490.4287220032,18059.2728377122,23073.306383249,28335.7447317681
245,3,4606,13,445,50,0,3215,2,370,49,0,2442,2,296,30,0,1779,0,231,14,0,1456,0,194,10,0,1227,0,167,8,0,1047,0,150,6,0,891,0,131,6,0,753,0,112,3,0,602,0,103,2,0,425,0,75,0,0,154,0,23,0,0,3535,4,1276,297,2,3535,4,1276,297,2,3535,4,1276,297,2,3533,4,1276,297,2,3522,4,1269,293,2,3492,4,1247,287,2,3405,4,1194,273,2,3319,4,1141,262,2,3184,4,1084,240,1,2982,4,1004,201,1,2235,1,730,116,0,1441,0,505,39,0,107.6774552481,106.8048672094,16464.4121738866,51.3884237,61.1864538,69.5278435,77.2729032,85.437813,95.365356,106.5535208,122.5899418,166.1416583,51.3884237,61.1864538,69.5278435,77.2729032,85.437813,95.365356,106.5535208,122.5899418,166.1416583,79.8714184018,92.7725853222,102.776519783,110.9393143121,121.9994088179,138.327031837,151.288211395,170.1516826461,242.9438759772,3060.5606770102,4138.0422099995,5041.2583996097,5911.4469086641,6977.5849689591,9172.9388781069,10787.8675094205,13535.1650532656,27700.1244060736
246,3,4010,15,128,43,0,3605,5,93,41,0,3146,4,66,21,0,2707,2,48,10,0,2460,0,39,5,0,2260,0,35,1,0,2091,0,34,0,0,1958,0,28,0,0,1808,0,24,0,0,1617,0,20,0,0,1345,0,9,0,0,683,0,1,0,0,3787,12,247,141,9,3787,12,247,141,9,3787,12,247,141,9,3786,12,246,141,9,3778,12,241,141,8,3759,12,236,135,7,3711,10,221,132,7,3656,7,208,124,7,3578,7,193,120,6,3457,5,168,105,6,3001,2,101,59,3,2418,2,50,41,1,116.3882922624,116.3490177483,16261.8676593326,64.070955,76.859742,86.9048765,95.512512,103.749306,112.182289,122.2725375,137.59111,171.544464,64.070955,76.859742,86.9048765,95.512512,103.749306,112.182289,122.2725375,137.59111,171.544464,100.9973603014,114.263252839,132.7502868944,142.1018631769,150.1686110696,160.0212045015,172.1101651142,189.5882108035,236.4380763216,4723.9672003459,6226.0149055771,8433.9325983287,9530.4776314478,10566.9053680746,12002.0738516215,13784.9758082662,16638.5440265076,26305.9089819001
247,3,1740,5,48,13,1,1592,4,44,13,1,1180,2,33,8,0,862,0,25,7,0,683,0,19,4,0,573,0,17,2,0,492,0,13,2,0,417,0,11,2,0,331,0,9,1,0,263,0,7,1,0,191,0,5,1,0,45,0,1,1,0,1646,9,112,31,9,1646,9,112,31,9,1646,9,112,31,9,1646,9,112,31,9,1642,9,111,31,8,1634,8,111,31,7,1588,8,104,28,5,1547,7,94,27,4,1490,6,87,26,3,1379,6,75,21,1,1029,3,44,8,0,630,2,31,3,0,138.5749445113,135.1281560692,21616.3831043466,63.9502534,82.9448726,100.7215846,113.8609002,130.744263,147.928821,163.2363286,179.2613282,202.0701176,63.9502534,82.9448726,100.7215846,113.8609002,130.744263,147.928821,163.2363286,179.2613282,202.0701176,97.4245554638,133.1891325244,156.7763620285,171.8652810421,184.6662541439,213.7073886427,225.0102895522,240.1519910843,285.2663716629,4564.4275604594,8519.7562048569,11432.3079173586,13706.8712384482,15927.2117879466,21596.1306033661,24109.6762595941,27236.3585118376,36099.1809506186
248,3,1765,47,52,299,0,1573,18,16,297,0,1300,12,13,179,0,1042,5,10,101,0,909,3,6,69,0,826,3,6,44,0,727,1,5,25,0,649,1,4,13,0,571,0,2,9,0,489,0,2,3,0,357,0,1,1,0,104,0,0,0,0,1617,19,22,503,2,1617,19,22,503,2,1617,19,22,503,2,1616,19,22,501,2,1613,19,22,499,2,1600,18,20,492,2,1557,16,18,478,2,1519,15,18,455,2,1446,14,14,417,2,1352,10,12,374,2,1076,3,5,266,2,739,3,2,169,1,107.2361228368,106.9228544203,13015.4749439787,52.9285854,69.1739746,79.5236488,89.5058106,101.547181,113.3241854,125.2648616,141.623471,166.8493104,52.9285854,69.1739746,79.5236488,89.5058106,101.547181,113.3241854,125.2648616,141.623471,166.8493104,80.7326985915,102.8586368828,114.4535670201,135.3571646623,149.6216855316,163.5366936391,178.5825236324,202.5721442795,228.5233999367,3091.304984832,5035.6362901698,6264.149755431,8762.718759321,10488.7410863177,12589.4953241443,15010.6171720825,18206.4173577822,24772.7562311212
249,3,1368,4,152,36,0,1150,2,137,36,0,917,0,116,19,0,726,0,85,12,0,602,0,69,8,0,511,0,56,6,0,454,0,44,4,0,403,0,38,4,0,334,0,32,3,0,287,0,24,1,0,207,0,12,0,0,54,0,1,0,0,1198,3,286,71,2,1198,3,286,71,2,1198,3,286,71,2,1196,3,286,71,2,1190,3,284,69,2,1175,3,281,68,2,1135,3,272,64,2,1074,3,259,58,2,1007,3,242,53,2,907,2,231,41,2,644,0,174,25,0,392,0,129,13,0,112.5886982429,113.6857170109,16716.8659112998,54.9253505,67.0363836,76.3649047,85.9888426,96.0166035,105.1380126,117.749431,137.954964,181.8104453,54.9253505,67.0363836,76.3649047,85.9888426,96.0166035,105.1380126,117.749431,137.954964,181.8104453,85.086677933,102.2770903131,111.3052754601,126.1977522353,141.5952314562,153.0703961957,169.7080687882,195.7819143286,253.9589190519,3422.0758830268,4964.532036471,5940.524845844,7157.2763500847,9445.2764667836,11047.0902800505,13368.4853613184,17059.3013655254,29740.2007408655
250,3,1249,8,130,56,1,1054,5,112,56,1,812,4,85,27,1,604,2,64,16,0,503,1,53,8,0,426,1,45,6,0,349,1,39,4,0,300,1,35,3,0,259,1,29,0,0,216,0,20,0,0,164,0,13,0,0,45,0,2,0,0,1089,5,249,96,5,1089,5,249,96,5,1089,5,249,96,5,1089,5,249,96,5,1087,5,247,95,5,1079,5,243,91,4,1047,3,236,87,4,994,2,228,80,3,950,2,213,71,3,866,2,196,61,3,574,0,154,29,1,316,0,123,14,0,119.3349868892,119.5889814425,16368.948553487,53.4066346,70.6907534,88.4412745,101.782196,113.325751,126.499188,143.3048128,160.5763058,184.4650689,53.4066346,70.6907534,88.4412745,101.782196,113.325751,126.499188,143.3048128,160.5763058,184.4650689,84.7656053936,105.7955442871,135.0494580801,151.5866593168,167.5007116298,180.3462918394,204.4173857603,225.7788127196,250.2561746101,3403.7696606471,5276.8681903354,8591.6836039935,10811.1697439387,13232.7500615276,15380.7457180043,19960.492799134,23992.2158843743,29417.699345167
251,3,1644,20,101,29,1,1403,14,89,29,1,1169,7,74,10,0,927,3,57,3,0,799,2,48,1,0,692,2,41,0,0,622,1,36,0,0,553,1,30,0,0,492,0,28,0,0,427,0,19,0,0,333,0,13,0,0,142,0,7,0,0,1465,23,223,70,14,1465,23,223,70,14,1465,23,223,70,13,1464,23,222,70,13,1460,23,221,69,13,1439,23,216,69,13,1370,22,207,68,13,1286,20,201,64,11,1198,17,189,61,11,1047,15,172,60,10,604,11,120,44,6,337,5,74,35,4,139.775357083,143.3064329098,24987.6380283823,61.9872908,77.5601678,89.895044,103.5962276,117.408371,135.8086056,156.7678468,180.5012218,217.163116,61.9872908,77.5601678,89.895044,103.5962276,117.408371,135.8086056,156.7678468,180.5012218,217.163116,98.1530595979,115.4678284143,139.863949511,159.485342015,178.3309539172,209.5425158075,231.3380328941,260.0737444889,310.113591623,4482.8629949376,6161.3959293045,9187.5059978461,11708.9502714774,14518.7403399356,19611.7350623006,25134.5316882836,30751.6988355016,43767.4702804763
252,3,1970,55,751,111,9,1191,9,661,109,9,907,7,551,70,6,634,6,453,42,2,519,6,390,29,2,420,4,340,20,1,344,2,300,16,1,285,2,266,12,0,240,1,226,10,0,180,1,187,9,0,127,0,130,3,0,25,0,37,0,0,1238,11,1287,313,47,1238,11,1287,313,47,1238,11,1287,313,47,1238,11,1286,313,47,1235,11,1282,311,47,1223,9,1270,309,47,1185,8,1240,296,47,1144,6,1213,278,46,1095,4,1173,258,41,1023,4,1118,229,36,769,1,908,146,25,482,0,708,74,16,118.3483119579,123.1340505193,20856.414728479,50.563202,61.375305,71.1810915,81.193115,92.0773775,104.421479,119.533146,148.084649,204.143307,50.563202,61.375305,71.1810915,81.193115,92.0773775,104.421479,119.533146,148.084649,204.143307,78.807627798,92.7780866678,106.3730236042,116.8745408807,137.8258046661,152.0496576102,172.1039582427,220.9522442304,319.2382508053,2926.222393562,4110.7860193272,5356.5655017773,6503.389986625,9087.4485927795,10852.320787508,13748.5376308095,23135.4880721027,46284.4267210809
253,3,3725,23,143,28,1,3384,15,133,28,1,2713,8,106,16,0,2144,6,85,8,0,1802,3,73,4,0,1543,3,69,3,0,1331,1,63,2,0,1133,1,56,2,0,975,1,46,2,0,799,0,40,1,0,579,0,29,0,0,185,0,7,0,0,3504,22,309,83,2,3504,22,309,83,2,3504,22,309,83,2,3504,22,307,83,2,3500,22,305,83,2,3492,20,303,83,2,3428,18,293,79,2,3363,16,284,70,2,3268,15,270,68,2,3091,11,251,63,2,2447,5,197,42,2,1620,3,162,27,0,117.1868571875,117.1453504788,16185.07841318,67.9048212,80.0662016,89.463043,97.677869,106.253201,115.4324462,125.3037542,140.8368596,167.4214661,67.9048212,80.0662016,89.463043,97.677869,106.253201,115.4324462,125.3037542,140.8368596,167.4214661,103.8227746806,117.1940381684,135.1477994732,144.9241507667,155.3486138115,165.9026682231,177.2044594592,192.9361118038,229.6846362103,5109.5676737295,6527.1752760032,8837.6843758763,10014.296784845,11400.1031424506,13119.1600604925,14784.2064918842,17356.3328382031,24747.1525296368
254,3,4767,35,106,15,4,4223,11,93,14,4,3360,8,79,6,4,2564,6,65,3,3,2117,4,51,3,1,1788,2,46,2,1,1517,0,38,2,1,1301,0,36,0,0,1094,0,33,0,0,865,0,27,0,0,585,0,17,0,0,152,0,1,0,0,4487,23,334,55,28,4487,23,334,55,28,4487,23,334,55,28,4487,23,334,55,27,4480,23,331,53,27,4463,22,320,51,26,4404,21,300,46,26,4349,17,288,43,25,4267,14,272,40,24,4125,9,244,35,23,3533,3,167,24,15,2708,1,104,15,8,104.1959788699,104.6384490863,13438.6025825601,59.6519596,68.2154056,75.72569,83.3453862,90.945068,99.5631332,109.3525624,122.673731,147.5058348,59.6519596,68.2154056,75.72569,83.3453862,90.945068,99.5631332,109.3525624,122.673731,147.5058348,92.0269658341,102.9339532782,111.2909737349,121.4932738097,135.9759362496,146.1044858645,156.2535421697,171.3809157621,202.7199110911,4073.1181897997,5066.8678773245,5904.9773574794,6862.5201594253,8811.0797738059,9913.230871224,11302.1740350547,13477.1242566476,18184.2162815773
255,3,3646,11,671,48,0,2170,4,609,48,0,1509,4,513,31,0,996,3,408,17,0,754,2,357,12,0,586,1,319,8,0,478,1,278,6,0,372,0,254,5,0,295,0,227,2,0,216,0,183,1,0,142,0,127,1,0,36,0,34,0,0,2390,7,1749,229,1,2390,7,1749,229,1,2390,7,1749,229,1,2389,7,1748,228,1,2383,7,1738,225,1,2369,6,1714,221,1,2332,6,1659,215,1,2278,6,1586,206,1,2222,6,1501,192,0,2118,6,1378,172,0,1728,2,1033,106,0,1214,1,739,56,0,144.6727651483,139.1561503917,31432.5170918294,54.101593,65.497192,74.13147,83.746063,94.5298005,106.945923,126.9031525,183.240356,337.8529355,54.101593,65.497192,74.13147,83.746063,94.5298005,106.945923,126.9031525,183.240356,337.8529355,83.8848382055,97.3939176724,108.6388486511,121.5777808907,138.4325129021,153.469335138,177.498218312,285.8390975288,489.5974273746,3348.7231109054,4477.5232838638,5677.721023674,6974.7633863632,9138.6650227456,11053.6652927218,14607.2995553969,36477.9125848727,98942.6646615278
